Dist_MCA	Dist_MPA	Area_SAC_L
10099.96609	20545.61743	4.810453245
56555.71098	85724.86301	0.523654002
159376.324	11960.21941	0.349501613
81049.73731	109010.972	0
20304.98798	9885.572067	0
19065.54602	43759.04488	0
103536.2539	21643.48212	0
58075.41112	69925.69686	0
0	0	3.108425147
113048.7492	14047.71144	0
173811.0981	4510.398584	0
86335.84527	0	0.164046238
70044.86695	73583.30065	0.307574497
25953.05935	5057.456685	0.047330925
25986.51095	521.1315082	0
8450.700443	79.68861252	0.042175328
0	5656.475646	5.672981585
6509.302419	16028.03182	0
66729.11665	65113.38893	0.33911558
2733.402646	8278.564067	0
0	62096.10915	51.64382489
78637.09875	93615.33001	0.632128244
121031.0803	8723.975646	0
2198.950646	4822.975646	0
23000.10594	3256.078227	0
541.9639104	1539.71391	3.748681692
93099.98064	81061.53185	0.624820287
26327.50328	19567.50109	5.107594862
5211.019139	15.2236579	0
72394.07943	41456.68053	0.860939953
133536.4246	36361.53133	0
13227.55574	13297.15747	1.545085885
82216.23868	57854.2074	34.14628218
14982.02435	36881.96135	0
70862.45657	71597.3338	0
25563.56109	9715.66863	0
4387.95409	17672.78673	7.653480778
48135.5096	60241.92368	0.027052309
30558.94687	0	0
143536.4127	28692.59987	0
65134.03482	85467.904	0
38036.95669	37812.09919	0
3218.81591	29294.26435	3.113041352
20470.18048	0	15.77258918
25200.68024	69.59881241	0
112412.6117	1.669647505	0
30324.12651	29834.22333	35.88696417
43343.46588	42805.93405	13.36073197
85649.05172	21420.93829	0
29289.97053	0	0
70924.58412	69353.06323	0
2791.199646	6342.026354	50.28317088
129463.2294	38785.12244	0.002211967
113536.4547	28983.22694	0.36732998
38906.06281	0	34.43208619
0	65201.81638	4.675847274
15654.24842	48295.5999	13.62239722
20594.06483	0	0
66289.86184	8555.65641	29.76878002
20102.93841	20591.9484	0
70594.92328	99866.9794	4.115982361
5064.11391	43383.86504	4.132843524
4691.87298	4756.430854	0.523555303
121505.4851	13745.48645	0
4982.024354	30804.24935	0
60689.38365	61532.40565	0
0	0	2.563300218
17696.81722	17678.29508	0
64307.10398	63630.43277	0
83914.14353	24902.18239	0.023023328
1792.870709	16807.46297	0
60963.17708	61809.87984	2.008447961
30344.73564	16104.45562	1.313480381
0	0	0.058831943
9048.9592	4861.34372	4.818274027
129502.7674	18775.7445	0
40908.5323	41734.77784	3.850017563
67712.65708	66010.81414	1.132951161
0	62073.32774	7.894000983
27949.20024	14850.62318	0
112855.1391	26267.49494	0
69131.66124	73909.0098	0
120763.444	52045.13705	33.1204523
113391.7368	127663.688	0.462298257
73476.85798	93583.30065	1.028499119
37165.40385	26280.95352	50.973987
67707.41436	78750.62087	0.003297713
19003.88186	0	10.76881912
27231.5339	695.8700458	0
28432.87565	0	0.243433413
111135.4621	24203.30336	0
25302.2913	36592.09772	0
9230.09109	2522.206421	0
31227.32682	32070.49901	5.348687052
78333.6432	0	8.12089245
85138.52274	10038.78646	0
0	0	4.535701838
14085.54024	26036.87217	0
92881.35617	45395.14627	0
61740.35673	41651.02502	7.669982567
77825.51617	74628.8875	0
58276.52072	69199.06628	0.643937999
46887.25978	47480.37891	1.081920861
20825.00991	22415.43113	20.20226774
0	0	0
10807.12437	29757.24125	0.002288439
113621.4656	14007.96878	0
40087.21295	0	8.573180551
0	28147.53116	0.872060099
99256.43478	125976.2586	0
0	27221.33483	0.019648309
82689.45224	83619.16048	0.174785751
4406.660688	15341.01612	0
31956.67761	27162.80515	60.4624891
35267.73145	33415.56825	34.33632168
62014.22048	60680.90256	0
36502.70628	32166.02448	0
69784.46257	27479.47795	0
15382.28691	5211.765247	0
35257.57095	45778.62003	0
30691.6487	0	2.947700452
110839.7371	38626.71736	1.930032583
0	36987.51001	0
29758.94476	103.6572584	0
69600.51417	82303.78191	0
65579.12875	0	0
45689.11121	60122.13788	0.544330181
73399.38974	73624.03131	0.451769647
15079.16617	45596.97252	1.875943639
53048.05689	80727.52892	0.649180132
99866.54378	54164.96943	0.205939028
106510.4237	47522.01003	0
80100.88741	19372.72555	8.133772506
15.99565403	0	0
63153.29045	33989.76646	2.104301437
59874.16076	54243.08204	0
44017.49785	47510.99503	0
22249.32506	742.524354	0
0	9804.217392	0.480658565
57289.28965	65265.56023	1.891364265
0	0	0
4170.816184	4543.742804	8.602556213
75217.97565	10617.12894	13.76233934
0	0	0
57785.96833	56405.1121	1.374040331
87101.53458	22302.77065	1.1516625
91292.45972	86508.38022	0
49033.25795	30764.38059	0
143304.0503	10278.98015	0
38254.59605	0	0
0	54609.67221	3.122399206
98546.38962	69140.83675	83.05175188
28380.08997	9567.50109	87.49065809
116255.1274	51706.8141	19.18145457
21291.14249	26815.5742	65.75116076
60337.44208	66073.07479	2.908021325
91398.48239	96237.86496	0
106474.6806	73717.94635	22.29511961
11775.10771	1800.467754	0
48462.57213	47678.13945	0
51955.92983	17897.84035	10.98330852
184595.3456	775.8447258	0
0	16755.19633	0.064019374
0	16249.52435	21.67263029
3437.459803	24319.09508	0.296315874
65580.76118	57516.58078	0
94446.23324	24229.32495	0
77849.94682	61061.26889	0.255464772
150799.8608	30273.4378	0
22960.08382	15400.74791	0
113648.4653	35781.66026	1.826088176
31843.23314	37902.32641	0.013057154
47306.63648	8474.875646	17.15355614
1096.948047	0	0
150702.2664	20274.84241	0.12357149
52603.89352	48769.12643	0.326649537
136238.499	613.5789103	0
19353.19284	9682.7738	0.043533503
50675.81603	18475.81359	0
34364.04483	43864.35208	5.040838792
130272.4948	522.3755546	0
18146.41238	28019.40165	1.113234664
60836.52982	61670.18653	0.292988547
67900.63362	78019.40165	0
6472.348073	0	0
55468.43065	53639.22036	0
25227.11591	11240.01356	0
66377.50976	77743.74036	0
140807.707	29930.87209	1.265472501
2173.772354	18873.09691	0
11802.57091	5106.975646	4.833119616
16186.56478	43120.54853	82.77865699
86814.58002	116340.7015	0
92400.71055	108321.1054	0
19586.39442	24760.65019	0
1656.537904	1871.89692	0
7289.289646	19150.41881	1.417943627
0	40037.47557	1.606498611
46625.63409	43652.03258	12.69639676
85105.52783	89176.17886	0.236870445
0	30283.8928	0.856761076
91006.75211	18726.26309	0
0	0	0.642509372
9304.841414	53327.5935	0.165546725
112888.2249	66532.31612	0.281869057
69114.09466	77510.99503	0
0	0	4.295078393
84125.42629	53965.70415	0
81159.3954	79571.4077	0
143867.8038	24697.76599	1.611497275
16522.68328	16497.70131	0
74345.47161	75608.29111	1.288926854
28549.67425	23149.22522	0
3178.248354	29789.81056	9.289236897
16523.94043	35882.98593	10.35483857
63202.16149	0	10.17650956
40569.19028	0	1.518952308
68829.03662	38475.32604	0
36729.11665	36214.62115	2.850928554
53404.47981	56874.79846	27.51531127
0	15422.74019	0
2405.259354	7331.58221	25.08744089
47321.26989	38430.32875	0
18178.80831	46306.81189	0
41700.22329	0	0
24360.0817	23583.30065	0
67082.08941	31061.26889	0
33116.19893	33583.30065	0
103536.4741	21201.92105	0
39028.66108	25902.67698	0
64982.02435	81759.02477	0
51977.87912	18474.87565	0.944871162
58065.1815	64030.14222	1.884604598
39037.69229	620.2230224	0
3683.94301	0	0
45093.34387	35550.73431	0
17900.33686	0	0
4618.528354	2121.635163	0
174655.8253	747.6986888	0
90689.38365	59697.42298	14.65504368
31141.98013	35384.16733	0.89625121
48973.44522	78984.67862	1.376572963
68273.9573	41061.26889	0
119865.9373	12146.47499	0
0	0	0
13791.29375	675.665354	38.63554211
13406.74167	0	0
60492.43302	63583.30065	1.328252505
4918.875816	15.78044355	0.30085781
40324.26425	0	0
94702.19109	4656.122497	0
59392.2607	5230.04328	93.62055392
5768.187839	20225.55464	0
113536.2539	29726.98276	0.836093619
47944.46966	58019.40165	0
0	0.72852884	0
42097.93847	0	0
135128.5381	39.46380032	0
83863.12696	84628.33685	1.956115004
17165.90023	17849.33293	0.682026663
0	0	12.9280901
26315.21556	15507.72537	0
0	21504.47223	0
6374.937646	11457.35719	0
6552.16291	601.281354	8.993104466
400.7575774	11421.34344	0
96515.92422	21267.82958	0
84196.85811	81068.92992	2.324731971
73126.89217	77613.55992	0.608367457
45534.31374	13023.94787	38.39219223
28236.9986	38423.45618	17.87638742
47786.30465	58354.80115	1.376945235
0	0	15.82253115
24987.82984	26975.39943	0
80559.30795	91388.69776	0.420935843
64347.95068	66867.24807	1.317567774
100854.6462	45578.41925	0.304520167
168029.4025	65.24384568	0.621686383
22707.16034	21192.82772	0
92944.98596	8356.820567	0
5671.647172	5647.742746	3.594385358
75198.47043	80657.80093	7.553462988
99120.48824	19321.8914	0
10523.51246	41079.81694	0.885144646
20689.38365	21532.40565	31.11744617
77666.70795	41061.78801	0.040906218
31573.47704	0	0
31208.29996	20656.21205	0
54182.7782	29444.30135	1.371159217
33260.06561	0	38.45894998
2662.641354	26565.52449	70.3826342
1527.428878	1873.979201	0
32699.68751	47191.13405	0.0048605
7058.286447	0	0.03672446
0	0	0
20693.20756	50884.73822	0.411855892
4329.519646	15656.47565	0
100608.3394	111185.384	0
30689.38365	31532.40565	0.658126726
44982.02435	64352.21058	0
11983.85832	11264.47543	9.757296963
125344.8733	18734.15179	0
84957.76583	28754.10404	0
10221.98709	0	0
55249.72314	22000.58915	0.423742999
87976.88137	99353.59777	0.403600834
4194.432782	21804.13478	0
15102.00547	51239.45391	3.208631318
0	28208.19964	0.361689615
1911.169354	0	0
31860.34326	32153.85327	0
67951.09341	73969.75818	0.80833465
16049.20277	19141.39521	0.822230019
57392.5763	30061.41358	32.55238606
30970.47669	23710.08061	0
10541.96391	11539.71391	5.974111478
10825.00991	13023.48757	6.234394698
93781.02542	77983.82081	46.009066
14348.55229	27846.56618	0
77866.14726	83923.72214	0
35732.50378	16339.36835	0
0	5329.72909	0
94731.4393	34910.58885	0
7482.982954	3546.022671	1.000243922
106105.7659	10361.11209	0
131637.564	20500.34824	1.519529711
96823.75993	29164.21988	0
24265.46866	15451.48205	0
37794.88161	64881.44531	14.01293444
0	17679.51755	0
33097.6454	25368.50818	7.512945234
25109.89986	25711.3256	0
2702.140646	40467.56859	88.05247357
15390.35827	16017.05969	6.462274106
41679.31354	8476.920138	71.98549274
37289.28965	43179.77686	0
12608.75674	13109.17973	0
47614.84907	20828.02712	9.725230408
54982.02435	72348.58831	0
25361.30089	50842.31023	0.00204207
153536.2539	28184.55509	0
39214.51359	51667.61471	0
6566.132065	36940.42701	0.828763941
0	21925.73706	0
5531.95209	21463.86603	0
140689.3836	39930.87209	17.21943156
34982.02435	54165.28805	0
81438.27882	11536.9718	6.103717169
64797.36531	93053.34394	0.271884923
5855.300633	8622.396088	0
12138.38557	12931.38356	63.18071372
145696.9714	40212.2013	0.411744851
40237.02409	50617.92079	52.47973365
2974.619952	8849.378235	0.76128753
103033.8658	123865.0855	0.653011461
7832.405799	14111.49391	1.426945244
69377.49863	37277.69583	5.368543501
27428.02372	23987.79874	2.887488059
48737.75854	49447.54092	0.524982175
67289.28965	73728.40041	2.101398866
1595.72391	14548.83547	33.83476575
2521.958267	7825.051049	0
22733.40265	25733.62096	15.70795847
25948.13985	0	24.1499352
6494.985533	36249.52435	0.164402366
41946.57595	43583.30065	0.905770136
75049.83035	31061.95514	0.035015182
36930.10691	37538.69029	0.018459045
33987.67836	34641.19487	19.82277712
36081.45272	47.44096413	0
5876.516233	17305.49211	5.190001342
21919.32696	22277.50682	0
44990.96951	0	0
10789.55175	11141.80024	0
133959.4896	127.3727519	0
111807.3026	31480.18889	0.557795257
42584.66502	71582.75422	32.9806311
24982.02435	45460.31901	0
93671.79461	25398.30939	0
44392.11027	67172.00113	0
7809.946961	0	7.31515856
17953.65057	5031.69185	3.133326024
52660.11373	51548.61747	0
66547.30568	90120.86077	0.528909254
16557.65085	9747.56761	0
2546.620646	3197.975646	0
129590.1479	50191.11411	10.02635163
8156.513915	10544.32593	0
11014.89175	8510.28609	5.220222723
26729.11665	26535.34745	3.053691505
0	0	0.02789424
1803.48991	9123.311291	2.613650185
30099.96609	7606.269629	24.12938687
21745.04533	4959.861374	0
14412.03634	25724.07016	62.23708211
0	6271.803634	15.02468439
50689.38365	51532.40565	1.91300326
15394.38498	35441.67235	0
21479.25202	22312.97366	58.36330768
0	6459.25391	6.42966528
52373.19595	45280.21905	0
36107.43807	21338.07168	0.01191328
36086.64992	47171.25682	5.533537204
26113.4238	17921.53967	0
1365.01909	0	0.273385992
12482.07382	8135.861741	0
57289.28965	60172.76288	0
110632.1892	21763.49476	0
12149.99495	4.716579245	0
816.381646	979.975646	10.77398788
0	16342.02635	9.763458745
77763.65801	23093.83486	9.609494062
123536.2539	38065.4533	1.740913184
39100.75633	39643.17181	0
175362.267	168.6640934	0
49957.98521	1.360877617	0
47132.37901	43899.84413	0.994057615
12608.55142	35184.94938	0
40019.50826	0	0
13682.24521	4647.306021	1.524716441
0	0	8.841706701
59809.0093	67510.99503	0
121715.4904	24609.61774	2.004890571
0	7466.332238	0
74425.50987	25491.9823	0
68150.81638	68816.73291	0.47339859
6807.88811	20037.70639	0
18594.66941	36.57859797	0
60114.14253	86858.71323	0.855278861
25488.27946	45171.03625	1.495309449
101917.0508	39703.54265	9.301899789
37786.30465	48422.85725	0
133536.2539	42779.2794	0
14131.70103	19433.41797	0
28869.80555	34421.81101	0
23128.76503	13794.54565	4.884037122
14479.00679	5140.856653	0
34802.6176	16343.60011	0
143536.2539	35544.09156	0
15389.20073	43607.80628	0.410615567
20464.56594	21742.23743	9.983469903
79701.62175	83583.30065	0
80349.67383	81064.91177	3.728650651
51097.77932	53583.30065	0
0	3173.752101	0
84025.32182	71061.26889	1.391650207
46211.77648	55670.26301	11.23373118
88981.57517	4685.302942	0
1957.683354	35972.96413	0
8237.951321	8586.198908	0
87980.22033	0	0.008263364
9105.426925	40302.06504	0
22163.53109	22647.78609	0
84872.02905	32510.49532	0.819859322
39950.48733	48164.96265	16.69561816
8225.197646	8578.939646	0
25312.0513	40391.9829	40.15380824
10255.75252	7762.762677	13.66132068
57918.87088	68019.40165	0
34802.16513	0	3.426886086
47206.88809	72936.78514	27.51193878
34832.50763	64914.69803	0.86239471
114523.4218	43323.907	1.466434872
50190.84359	39050.27131	0.009387312
119234.1019	1018.724	0
21017.52669	8676.05526	13.46528511
12603.59143	18723.5514	0
13622.4875	0	7.260401313
12843.86054	14508.53676	0
33827.42591	34527.83446	0
77968.6867	78619.87307	0.774846384
10351.75746	16.27048695	0
32238.06294	24791.91825	0.203884113
37819.83566	27903.93414	43.88769772
28382.65489	41328.70603	0.452513955
24378.21126	35705.28391	36.79911329
14329.51965	25274.10294	0
56859.45359	57442.3145	1.484173723
28285.29671	29210.48262	0
6710.665646	4085.38639	0
25318.64994	0	0
0	5067.870526	12.88142333
12109.58865	0	0
133632.1152	48188.83593	0
23367.15165	44.93940732	12.27194314
9633.697155	24163.34996	0.768656519
33150.23388	30767.89439	0
23694.62449	8333.300263	0.322719924
106628.3791	4896.170894	0
40284.08498	11475.20648	0.513527165
12146.41712	2919.716718	0
34035.14918	40847.61873	0.577557833
1090.830052	44990.9025	1.753566474
34537.72742	3761.415948	0
1802.57091	2012.31391	11.13300498
123639.6293	43538.2636	0.03906361
59600.75669	20223.99751	1.624048772
25333.46229	5076.701354	0
94879.83335	61908.40575	0.280494981
61537.83729	62296.3602	1.04823532
2217.828283	27919.53312	0
0	30055.07754	0
52648.55259	53421.42596	5.969158449
42402.17827	72995.93671	1.547273955
21117.11792	21917.26381	0.55176588
25231.47986	41325.71426	0
4361.800037	4211.53142	0
30103.22976	30892.97456	17.4519818
0	0	0
11861.57479	12183.58424	2.381604199
75239.0098	102135.3279	0
160608.9934	100.2915559	0
68656.18573	63794.54565	0
81934.32192	80939.44231	17.86154782
55217.97565	25209.61723	0.074602064
62551.30048	72976.2784	24.20646224
0	0	14.13333717
1075.72682	0	35.03238364
8447.544081	26129.44499	0
4672.963868	44.848208	0
45695.54735	8795.159946	0
57224.73721	81828.78845	0
123536.4384	34433.10778	1.281728148
27873.06461	34520.1565	69.662551
15594.74335	43298.58922	0.079926132
98753.42001	101672.4036	0
126039.8307	57348.47696	2.611549941
20424.34817	11830.9764	0
0	9131.302559	0
5543.856319	55445.53647	5.81800647
25742.37888	26103.72501	0
56479.96343	14025.74223	21.04426781
100009.1159	71790.50132	3.459340463
7751.502934	8557.865729	6.122426127
21850.33769	20718.97608	7.46584298
50865.46656	51696.24545	0
41096.63749	41942.40121	0
72883.29663	13057.1329	50.56239794
68032.92931	79687.62008	0
75065.5048	74122.15441	0
61139.11547	74134.69006	0
103659.0053	29412.14077	0
49586.84245	56680.84142	0
10382.98264	3.878723952	0
11696.26309	19637.4919	0.466716136
825.0099104	5953.582108	16.8601066
56419.95544	86908.38977	0.656244443
40952.60166	0	0
7853.060055	17315.78896	0
19990.96061	0	0
153536.4024	21455.84339	0
46484.85587	29985.58164	4.009609524
0	0	0
15248.34109	0	0
3862.949911	13797.36092	1.084645726
7391.499424	15240.73189	0
18285.77465	18637.71142	7.37296555
19382.73969	13887.24091	0
47289.28965	56373.56951	2.207308879
111713.9874	20130.13868	0
7289.289646	26289.36322	0
40712.7733	0	0
0	12770.34364	0
48226.33627	54112.78129	0
61508.75797	88024.97466	0.020820402
0	34215.27882	4.898211833
85487.30525	8743.360532	1.129043938
221.9870896	43.57038114	0
12405.25935	4425.512002	6.632926167
13769.60058	22364.91212	0
67232.5987	39668.25506	0.036775318
45369.76016	26933.35247	5.27865125
0	48076.34117	21.01845889
24456.32347	37010.4775	1.197132356
28507.50907	59192.44326	0.170983271
17020.48648	46032.74486	1.121512089
42698.83606	43683.18349	9.965344298
32733.40265	35291.92521	18.14874189
128396.5708	59930.87209	7.548516087
62335.04442	63123.8803	72.36268841
130689.3836	40251.28934	8.630280079
102866.9742	35712.04695	1.759629001
0	0	0
51464.17038	7919.338751	0
17784.6453	18012.07498	0
60415.59329	55010.35196	0
11872.05844	8066.584704	0
8611.934862	35.4977864	0.211480053
44692.06251	67922.01643	0.068343872
72925.23095	56803.60777	0
87786.30465	98218.92795	4.234644326
175913.0719	288.0027668	0
143625.6471	38189.95688	0
17070.53529	19474.22938	6.320787365
62951.90358	48546.5548	2.524153342
153846.447	14605.92034	5.165560505
107237.8635	64769.48587	93.24031422
41044.84163	55612.00476	1.893864023
144318.9765	38583.20642	0
57061.7515	53880.30463	0.669543684
74312.98201	52393.32868	0
56109.36985	57649.15335	0
21229.96927	2572.901491	0
103792.9046	63940.01765	4.928575368
12969.85682	12394.08888	0.017359706
0	14397.10609	4.649143002
45201.29508	67790.58989	0
25505.19318	28578.93965	6.600081502
65914.80522	38189.89339	0
163615.082	18195.89521	0
3683.390957	37834.05139	10.31726332
22225.1556	15.84548271	0
32881.81961	0.928316619	0
17289.28965	29945.93501	0
0	0	0
121491.7625	69762.89871	2.945347883
9608.269162	48688.27572	37.47517612
0	14404.07736	43.50740795
13200.50204	6178.42685	0
67289.28965	69257.86819	0.537948331
6924.082954	20774.34397	0
39252.8569	39996.46972	8.986904522
16381.76813	3794.545646	0.364388179
114154.2875	20160.49249	0
9926.444042	8135.860354	0
2396.600183	0	0
2044.496152	56436.20339	35.39972557
18703.5758	32365.83252	2.048532046
72363.54739	0	0.944999798
15463.27139	23574.62608	0
270.607354	6351.698021	7.799093675
76729.11665	74937.60292	0
154268.439	28645.11861	0
1192.815646	2951.150906	0
26384.25548	7319.08345	0
