Dist_MCA	Dist_MPA	Area_SAC_L
30979.35348	31797.50884	0.91483989
129991.0505	10919.85697	2.814566056
43105.48013	43852.76062	2.481327344
90787.91979	66819.18371	37.82584113
0	0	18.63764537
21732.1827	47.67051242	0
12481.04584	0	0
10131.19924	16782.83737	0
23618.28071	0	0.519775628
22941.98412	2525.474054	0
0	8019.401646	0
72107.18019	72906.59874	21.78866056
66064.53634	15594.83434	0
48018.18425	73926.76863	0.273687369
27315.9955	41792.14084	0.398297742
23690.95386	39345.87931	7.510699572
16216.05991	6028.229607	0
4982.992498	27023.30629	0
64404.20694	67628.72749	0.865873348
45720.75257	56905.86071	14.20701814
56820.13279	81424.48838	0.115636222
77256.63619	104328.658	10.09182186
27786.30465	38526.13906	0.50546006
17577.70317	0	0
38470.68646	44232.64729	0
0	26494.57118	0.307082819
63954.589	51625.99048	0
153620.0207	28191.87302	0
25248.34109	362.4840357	0
20624.39787	10708.48408	0.006130284
65244.85743	13071.05794	1.216495933
163536.3933	16847.4773	0
16729.11665	17147.2126	0.027112512
90567.88773	52071.34841	1.2097488
52785.83735	60103.9228	0
110770.1301	55624.3229	4.904897757
36762.86746	0	39.21543921
30722.30262	2465.114991	77.49734684
51503.58503	57510.99503	0
10568.55944	36479.00188	51.08313042
17824.53793	14125.28144	0.513022577
67019.237	94869.18872	0.035694214
0	0	0
62602.28161	59187.83996	0
83613.54114	20448.84803	0
172034.2011	120.4585209	0
6183.941354	54158.79302	6.393175642
2693.717646	20766.05104	0
97866.97538	105322.056	1.299139077
80689.38365	67447.39667	10.19234086
69158.83973	27156.1931	0
103857.7077	34318.94482	0.124446447
63114.91968	93076.53245	1.646168645
107859.899	114532.2987	0
18513.05383	41303.90718	50.07076584
28448.14747	56648.28113	0.126288569
68038.04355	75475.35806	1.850609798
67859.75243	29639.71449	0.858498931
98684.30084	98694.8833	0
0	0	0
34293.60625	0	0
86951.5715	93273.80375	29.64779311
45217.92275	74063.97023	1.288171843
70486.70581	100884.7345	0.863202882
23628.12142	17114.74757	2.426839862
9601.010995	50024.51869	71.35411521
50814.28307	81503.96022	0.49883886
35160.60385	51355.39844	0
12051.10449	44101.17717	0
23266.50176	18273.09243	0
84890.00103	82866.43057	75.14575141
140101.8045	35610.24964	0
43792.017	44603.35363	43.748976
3606.561598	0	0
23049.33425	17027.44188	0.807310611
48173.47487	4578.912512	0
88851.30371	92262.4825	0
102875.8921	74135.73566	33.07277657
54074.91783	64127.66717	26.27732161
54891.55846	34572.92797	7.336478394
49037.83512	22468.04034	0
51123.41736	78957.35167	13.18976487
74772.69751	18651.06786	25.6249229
0	0	0.633089586
89878.81121	87077.5362	9.96921543
1468.616548	15409.47237	0
35215.17199	32672.32823	0
86205.55955	61061.61798	0.650711658
44402.94788	17907.33742	21.58807965
78001.3177	89502.1099	1.330175975
93977.41964	44440.77077	1.487283616
47888.97312	46964.30302	0
51016.87256	51863.40842	0.46393929
29829.28791	27718.87241	0
72041.81939	61600.95594	0
76194.58176	73794.54565	0
86667.7103	84505.24754	0.721670576
34393.81253	0	0.216998088
8173.146342	0	0
59375.63694	0	0.177681368
87875.6618	96269.53567	8.38647562
0	10729.24263	0
55161.59901	76514.98359	0
135855.8913	50150.79771	0.001303626
3116.91809	3226.28609	0
42422.81692	20487.06114	0.677444635
18977.7116	5242.78609	0
16342.80931	19624.12113	0
29112.73414	0	0
58394.7895	59079.61591	0.251836044
59763.57939	38474.87565	0.714214098
18315.32848	7625.248005	0
104617.5409	38232.2865	0.218615617
12162.86518	11504.91321	0
45325.07077	27516.68391	13.37136185
16228.38634	7839.725483	0
0	29720.6545	0
122845.2298	17453.14537	0
165429.3444	8184.55509	0
65078.33375	79147.4172	0
5281.66309	7911.792751	0.461959274
689.383646	1532.405646	0
40123.83555	33794.54565	1.142117404
72427.3583	62614.8372	0
76742.8852	71401.9513	0
21970.28802	1482.767878	0
116140.1215	61722.90736	22.67502497
2244.748947	14506.16518	0
96817.79836	44463.45896	0
16315.54779	6426.272142	49.63318981
29856.29273	16117.45383	0
54351.34187	58514.18415	0.580388108
14777.80722	14989.56877	0
26127.4429	32.12558644	48.97987146
12387.91473	16047.09571	0
11755.82848	18403.79113	0
78973.85883	82990.68444	0
68788.08141	1229.160545	40.45536152
124444.3588	49922.08032	1.449092751
87194.62026	42288.42402	0.91649869
0	26342.02635	1.358849161
21994.73447	0	0
16695.97835	13685.25222	0
29329.72843	41301.73844	0
43070.19795	4782.971913	0
55851.63539	49508.79022	0
141570.6041	19930.87209	0
37898.57094	12803.31366	13.67678591
43053.52551	34883.67093	0.055294573
32100.61766	41820.98029	6.006897716
109289.1159	57020.03667	0
44356.26191	50748.0738	6.341288341
90872.8341	53504.77837	0.040918326
0	29.07339556	0
0	54.66497618	0
0	0	0.490226135
65319.74465	72514.55259	15.67720412
7503.45809	42900.49955	13.14366671
31213.1024	23794.54565	1.387856707
17328.61358	5529.534453	0
46729.11665	45694.3278	0.017883034
44077.39979	4782.00191	0
37374.11826	67957.59042	1.963232944
41095.28246	34504.05952	0.133512658
34071.40879	15770.11628	0
120099.4056	9531.410869	0
23283.14513	152.6602768	0
77786.30465	88241.48738	0.054189464
28048.32205	0	5.346189641
76825.53045	77307.30631	0.882864479
87839.52393	28788.9461	0
12211.57536	4.574120387	0
65217.97565	16556.69393	0
16877.72839	16672.93791	0
100689.3836	52710.65645	22.98043022
57786.30465	68306.40284	0
27004.63782	27639.10555	3.139274849
69515.61666	64173.22543	0
8396.576042	0	0
45695.91709	4110.71391	0
77281.52996	86561.0243	42.23047556
33466.90675	47897.56777	0.004013
78219.73304	78763.19064	0.635235812
30395.52081	38203.08357	38.12451431
46220.18886	34596.61093	0
28050.17151	38019.40165	1.431839761
40875.4401	0	0
82899.20549	55191.37896	1.616763584
85238.55024	6523.155513	0.001422354
5519.738031	64902.26767	0.018400542
3729.927002	22451.7132	0
9917.477354	9294.264354	0
9643.913043	30261.731	0.012322167
6165.940959	6208.535057	0
21802.57091	5783.440821	0
9657.060608	0	0
31099.49757	60018.68578	2.290202263
3656.59594	3872.866095	0
38821.65219	29188.66552	0
8567.239143	8553.876612	4.029127757
29847.98261	27754.32282	0
59990.92017	28475.48421	0
53902.70289	67100.45268	0
31931.97322	46171.94548	0.148490437
55095.81688	69383.67062	0
17786.30465	28701.08896	1.012348945
7786.304646	19058.82459	3.185168985
20099.96609	16185.8068	4.527385561
45053.85396	0	0
33721.02978	919.4824882	0
0	26653.01931	0
27478.36505	28071.4387	0
4056.536169	0	9.580310423
5272.781364	26332.02897	0
47289.28965	51428.30427	0
23333.1168	34660.03077	47.58107686
84668.3999	94407.64203	18.13223898
25635.25796	6.084299529	0.650995639
76344.7748	82533.43529	0.142158264
143780.6736	178.4236864	0.676767849
38454.09866	1.380379063	0
