FID	Area_WHS	Area_SSSI	Area_SPA	Area_SAC	Area_RAMSA	Area_NR	Area_NNR	Area_MPAdi	Area_MCA	Area_LNR	Area_COUNE	Area_CNTRY	Area_BIOSP	Area_BIOGE	Count_WW	Count_Air	Count_Bus	Count_Hotel	Sum_Rating	Count_CarPark	Count_TourOp	Count_train	Mean_Wild	Dist_Motorway	Dist_A_road	Dist_B_road	Dist_min_road	Area_NP	Area_PA	Dist_road	Count_Inf	Dist_Coast	Mean_Nat	Dist_Air	Dist_Bus	Dist_CarPark	Dist_Hotel	Dist_TourOp	Dist_Train	Pop_dens	Pop	PDist	PDist.1	
200	199	0	0.090534034	86.89879657	41.75760555	86.90293291	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	116.6983688	0	322.6225487	5352.705093	0	0	87.00095365	0	1	1237.075581	248.039025	10142.17357	0	7975.05222	575.9331655	17227.90464	108934.4991	4.976652451	497.6652451	12485.73241	12485.73241
201	200	0	2.199067896	0	0.646671863	0	0	0	0	0	0	0	0	0	0	5	0	6	13	13	0	0	0	109.9981688	0	0	2701.256659	0	0	2.44935731	0	19	19221.9688	205.8137125	40321.41744	0	6055.436794	0	3579.780448	20110.0384	1.871041298	187.1041298	30547.93807	30547.93807
202	201	0	0.576380137	0	0	0	0	0	0	0	0.067940226	0	0	73.94438164	0	10	0	65	9	12.9	0	0	1	40.71816875	0	0	0	0	0	74.19765597	0	72	11660.97565	93.838125	9336.582722	0	9874.300602	0	30016.55606	0	52.57301727	5257.301727	83777.14529	83777.14529
203	202	0	0.733841258	0	9.308132589	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	95.47497429	0	0	14575.83413	0	0	10.03511152	0	2	0	189.9951352	53915.23991	449.9480694	17928.56935	0	25493.11929	2397.479603	2.869909682	257.8976059	3641.790923	3641.790923
204	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	11	0	0	0	0	83.5698625	0	953.975646	0	0	0	0	0	16	1588.713113	151.1335687	58287.73345	0	9982.09354	0	5366.307723	23356.98457	3.48236248	348.236248	12929.2761	12929.2761
205	204	0	11.74194868	0	11.75363984	0	0	0	0	6.32696796	0	0	0	100	0	7	0	17	10	8.8	0	0	0	118.5602998	0	0	16423.50669	0	0	100	0	26	0	199.0560833	81196.96021	0	7669.005261	0	4742.731365	4071.987451	0.815373413	76.41010666	13567.75278	13567.75278
206	205	0	0.775700848	0	0	0	0	0	4.770642048	0	0	0	0	0	0	21	0	39	22	8.9	0	0	1	81.60459457	0	0	0	0	44.28472003	49.03947333	0	62	0	175.6884993	28486.01099	0	5157.338135	0	30009.63726	0	3.839788207	297.3498611	43193.46353	43193.46353
207	206	0	0.237253643	0	0.173129775	0	0	0	0	0	0	0	0	100	0	6	0	7	1	4.7	0	0	0	69.4973125	0	0	1018.763947	0	0	100	0	8	23173.89754	153.7964938	44016.37408	0	14154.51916	0	28753.26228	3610.914589	13.0543132	1305.43132	119500.0433	119500.0433
208	207	0	0.658254784	0	0	0	0	0	0	0	0.858012582	0	3.005933533	0	0	249	0	380	48	57.7	7	0	3	35.80080625	0	0	0	0	0	4.52156145	0	430	2818.321735	85.28355625	8862.066287	0	0	0	2882.948908	0	289.718501	28971.8501	50460.4703	50460.4703
209	208	0	1.786585338	0	1.585461309	0	0	0	0	0	0	0	0	0	0	13	0	51	26	13.3	0	1	0	37.58849977	0	0	0	0	0	1.85345305	0	78	0	78.09769289	73230.7602	0	11491.97768	0	0	28475.18032	24.94681106	1688.827423	8679.858699	8679.858699
210	209	0	0	0	0.182443914	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	81.06680625	0	0	0	0	0	0.182443914	0	3	27819.94302	181.9117063	51219.09306	0	5895.85257	0	6069.016961	4864.626946	2.870374603	287.0374603	40132.83104	40132.83104
211	210	0	2.138025725	20.29125455	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	48.21747633	0	8645.454766	0	0	0	20.29135587	0	0	0	96.60827813	5415.664238	8803.91093	25711.43449	721.4983595	9178.005298	73022.52266	3.861405362	53.48466873	10605.33391	10605.33391
212	211	0	7.160284304	3.110988915	1.175139958	3.006448098	0	0	0	0	0.016295074	0	0	0	0	113	0	182	147	144.7	1	0	0	57.42720173	0	0	0	0	0	8.350462298	0	306	0	135.8183684	12494.92473	0	0	0	1421.367275	561.0854468	77.18860607	7399.23761	4794.904416	4794.904416
213	212	0	0.877297888	2.076704653	5.39771789	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	50.71426282	0	14396.67062	0	0	0	7.486150583	0	0	0	117.0902562	2434.181511	14392.81662	25762.88286	378.024016	8334.757079	77010.71857	2.498476223	48.69995117	1592.59676	1592.59676
214	213	0	0.945866036	0	0.809025352	0	0	0	0	0	0	0	0	0	0	39	0	137	28	13.1	2	0	0	54.7917875	0	0	0	0	0	1.221553738	0	167	41826.92434	125.149925	65286.14221	0	0	0	11264.55366	18403.85806	90.16410786	9016.410786	63481.24363	63481.24363
215	214	0	7.044003557	99.01780658	6.419695675	0	0	0	0	0	0	0	0	0	0	28	0	0	3	4.1	2	0	0	117.44875	0	0	4661.926908	0	0	99.01979854	0	5	4586.390716	217.6996688	82713.94363	471.0530423	0	0	8276.578625	8126.525135	2.945114975	294.5114975	21764.7463	21764.7463
216	215	0	0	0	1.664927306	0	0	0	1.408724721	6.934734551	0	0	0	100	0	14	0	7	22	4.2	1	0	1	96.86423453	0	0	22298.94569	0	0	100	0	33	0	176.7854598	82671.67078	0	0	0	5808.089332	0	1.060880481	98.65786171	1415.44586	1415.44586
217	216	0	0	0	99.93887609	0	0	0	99.95700912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.6607143	26882.35349	29701.03293	32015.0822	26882.35349	0	99.95700912	26882.35349	0	0	253.1964286	36746.77533	27597.67253	32441.00823	9188.991756	36102.21238	51137.30672	0	0	0	0
218	217	0	0.05379396	0	0.06287249	0	0	0	0	0	0	0	0	0	0	2	0	63	11	0	1	0	0	40.96986875	0	0	0	0	0	0.11666645	0	73	5359.2307	94.6337375	7146.71895	0	0	0	3994.151478	5316.663664	51.11299805	5111.299805	10851.17121	10851.17121
219	218	0	23.26073465	37.90762498	0	0	0	0	10.94590593	0	0	0	0	0	0	18	0	0	1	0	0	0	0	65.71986453	0	320.6333429	0	0	0	63.87388904	0	1	0	153.4957852	9900.660667	612.9580445	15711.43449	0	11860.30401	63714.20063	4.102195853	198.4173241	11638.95344	11638.95344
220	219	0	0.581271845	0	0.61808103	0	0	0	0	0.838423394	0	0	0	0	0	13	0	52	4	0	1	0	0	78.76050091	0	0	0	0	0	1.242657876	0	57	0	203.5751506	30455.53231	0	0	0	11274.42088	212410.5234	4.042387977	351.8548012	3772.543235	3772.543235
221	220	0	17.47743742	62.22072164	4.890120179	0	0	0	0	0	0	0	0	0	0	16	0	3	7	13.2	0	1	0	95.83474375	0	0	1913.352447	0	87.50083766	99.17360965	0	11	39950.21391	220.4397875	42527.56049	0	13291.08184	0	0	14989.4209	8.242713776	824.2713776	47624.20475	47624.20475
222	221	0	44.86593035	44.86593202	44.86593202	44.90097861	0	0	0	0	0	0	0	0	0	0	0	8	10	4	0	0	0	88.83809375	0	0	2412.430152	0	0	44.95269415	0	16	5319.213911	186.0975937	58434.72335	0	5656.768794	0	33122.34003	3300.704723	1.606152191	160.6152191	33792.49421	33792.49421
223	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	56	15	8.5	0	0	0	38.5011	0	0	0	0	0	0	0	71	8080.78609	87.7885125	33973.33938	0	1136.068153	0	10688.57555	26203.9057	28.34727661	2834.727661	70082.0219	70082.0219
224	223	0	17.32805704	15.60555163	15.60555859	15.56632863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112.3414166	0	194.024354	5935.353009	0	0	17.3778015	0	0	0	220.921648	56982.33866	230.0470479	35067.05088	7490.709818	21850.2545	247000.7859	2.357151827	73.24431038	12760.92303	12760.92303
225	224	0	0.272488927	0	0.332508582	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	68.36725	0	2435.024354	258.975646	0	0	0.334214729	0	1	29564.21391	128.025	68296.45468	254.9974061	11607.73585	0	21153.79898	19286.42405	4.661644669	466.1644669	85548.42689	85548.42689
226	225	0	5.57E-06	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	92.64352941	131.024354	4443.12795	910.024354	131.024354	0	5.57E-06	131.024354	0	0	126.9964706	58876.59418	1152.016854	9642.936932	1921.370282	32520.1961	9963.312403	0	0	92350.50271	92350.50271
227	226	0	0	0	99.06115938	0	0	0	0	0	0	0	0	0	0	10	0	4	9	4.4	0	0	0	34.55602716	0	6806.104035	0	0	0	99.06115938	0	14	0	90.96941376	16924.23067	0	6231.128125	0	7413.278856	4987.000355	0	0	0	0
228	227	0	0.904016559	19.25050989	0.889949675	0	0	0	0	0	0	0	0	0	0	118	0	126	32	21.3	6	0	0	36.18187609	0	0	0	0	0	19.29592544	0	162	0	80.50287223	30106.40072	0	0	0	5635.61988	29657.20012	30.9091345	1915.248718	92176.68158	92176.68158
229	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.54905336	0	1490.064738	3110.975646	0	0	0	0	0	0	115.6884682	36026.66062	1709.721639	7259.561816	509.8818491	3472.005358	9661.066502	0	0	51143.81317	51143.81317
230	229	0	9.489830339	8.711055668	0	8.693881808	0	0	0	0	0.038919449	0	0	0	0	90	0	200	20	30	4	0	6	44.33475943	0	0	0	0	0	9.571221314	0	228	0	112.9439524	749.4895522	0	0	0	5999.947813	0	313.8494098	27579.61743	66649.80229	66649.80229
231	230	0	14.62957407	14.90967788	14.90356038	14.64534702	0	0	0	0	0	0	0	0	0	3	0	18	7	0	0	0	0	64.14074151	0	0	0	0	0	14.94520507	0	24	0	161.6000097	3946.459574	0	14318.12087	0	6023.851264	5638.988164	6.287447566	568.9750443	49822.8426	49822.8426
232	231	0	44.46532822	0	0.950240404	0	0	0	0	0	0	0	0	8.923698541	0	0	0	0	0	0	0	0	0	146.8582375	3268.682444	3268.682444	35022.79162	3931.024354	0	53.3766347	3268.682444	0	12472.97565	204.1339813	61447.69455	3603.658864	3627.784741	3603.273694	23888.74076	6225.237865	2.176263504	217.6263504	23058.38479	23058.38479
233	232	0	2.52172542	94.76625638	2.715896922	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	111.9865125	0	0	11877.71103	0	100	100	0	1	49950.21391	240.2602438	51492.98768	0	13191.90638	2845.786748	3471.380742	22214.03322	3.251485062	325.1485062	56676.73619	56676.73619
234	233	0	7.869605466	0	5.99816467	0	0	0	0	0	0	0	0	26.91536668	0	16	0	4	3	0	0	0	0	55.85513342	0	0	0	0	0	27.14185188	0	7	0	106.3696201	35899.27906	0	8174.547883	0	25831.29741	3361.166269	75.14819472	2022.292732	71828.75954	71828.75954
235	234	0	19.16843327	19.16843383	0	0	0	0	0	0	0	0	0	0	0	2	0	14	5	0	0	0	0	79.78049375	0	0	1514.21391	0	0	19.16843355	0	21	7799.939526	164.4434188	55593.86377	0	8569.170122	0	27350.06368	2639.504971	3.06325901	306.325901	24762.9519	24762.9519
236	235	0	0.105360641	0	39.76654517	0	0	0	0	0	0	0	0	0	0	11	0	20	21	13.7	0	0	0	42.98302922	0	0	0	0	0	39.87190581	0	41	0	90.19289543	82383.78211	0	13367.81161	0	6048.277292	14834.24081	11.32868752	446.693573	117037.0028	117037.0028
237	236	0	0.002197868	0	39.75613529	0	0	0	0	0	0	0	0	96.08956506	0	105	0	1	14	8.5	0	0	0	92.30639607	0	6985.024354	13141.08943	0	0	100	0	15	0	183.1212541	88113.06852	0	5228.740084	0	5127.070185	4829.865368	0.517103898	29.7912467	110.2720224	110.2720224
238	237	0	3.214373329	0	0	0	0	0	0	0	0	0	0	0	0	29	0	46	15	14.7	0	0	0	85.98801875	0	0	0	0	0	3.214373329	0	57	2662.899973	178.8612937	29450.72749	0	3094.062784	0	17182.83406	3424.401169	75.81953033	7581.953033	33255.54271	33255.54271
239	238	0	0.091629065	0	0	0	0	0	0	0	0	0	0	0	0	27	0	5	9	0	0	0	0	65.4199	0	0	0	0	0	0.091629065	0	14	695.024354	155.7379937	27140.78216	0	641.2294332	0	13546.49709	2596.283557	11.41372284	1141.372284	55575.0562	55575.0562
240	239	0	21.92231246	0	14.52849434	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	106.169975	0	0	6782.056671	0	52.28391756	70.92031318	0	3	21755.08304	208.323275	59887.15734	1160.066926	14668.58527	0	5217.426252	1439.628862	2.124515266	212.4515266	42726.48281	42726.48281
241	240	0	9.46000092	9.460001079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	91.17020625	0	1841.772239	8238.047965	0	0	9.460000997	0	3	8477.27523	192.91665	54467.77474	2371.952668	17382.90856	0	24473.71155	4558.67012	4.921655121	492.1655121	16767.20982	16767.20982
242	241	0	1.032806096	0	0.816757427	0	0	0	0	0	0	0	0	0	0	3	0	16	5	0	0	0	0	64.1660125	0	0	0	0	0	1.434382792	0	21	39725.58089	144.0162625	61151.62868	0	3812.76641	0	11201.70429	19365.83106	5.085439148	508.5439148	71638.54085	71638.54085
243	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	42	16	3.8	1	1	0	39.7356875	0	0	0	0	0	0	0	60	6010.78609	84.4767875	35960.34486	0	0	0	0	14487.49339	44.29446442	4429.446442	51209.16931	51209.16931
244	243	0	2.698781154	12.87004688	73.19928379	0	0	0.188631578	72.8759915	10.60717343	0	0	0	0	0	7	0	3	3	0	0	1	0	89.58922226	0	2611.975646	0	0	0	88.77831763	0	7	0	184.5460003	47631.38047	0	3754.966242	0	0	34700.20038	3.567226288	95.60547829	0	0
245	244	0	6.678582316	48.79725107	5.091773458	0	0	0	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	97.55085056	0	0	4541.024354	1816.249954	0	51.10816019	0	1	0	186.378109	98296.46894	548.0630797	3564.27084	0	7278.071469	1760.837736	1.528458908	138.2909393	25665.93985	25665.93985
246	245	0	0	0	88.71098805	0	0	0	98.0670384	0	0	0	0	0	0	6	0	1	0	0	0	0	0	69.20380048	0	0	2613.219668	0	0	98.56691304	0	2	0	191.1189343	10784.3389	0	13731.78555	2064.406733	47141.77845	92781.024	0	0	0	0
247	246	0	9.61708582	7.480334434	0	0	0	0	49.31163993	0	0	0	0	0	0	74	0	21	32	8.4	0	0	0	70.44233541	0	0	5684.554661	0	0	57.68151166	0	53	0	135.3892345	28998.24548	0	23068.16486	0	11327.10387	22223.5511	8.048177082	408.9793472	41924.07824	41924.07824
248	247	0	1.091464469	0	0	0	0	0	12.99327841	0	0	0	0	0	0	43	0	97	38	17.2	1	0	0	37.53685899	0	0	0	0	0	14.08474288	0	136	0	80.95787557	45525.96172	0	0	0	6028.830139	21181.67458	25.93604777	2106.914276	48233.34371	48233.34371
249	248	0	0.004822843	1.28590051	91.93715049	0	0	0	0.748544837	0.148101306	0	0	0	0	0	2	0	0	0	0	0	0	0	88.50638339	0	0	4646.702428	0	0	93.22787384	0	0	0	226.5216925	26934.36636	562.8833645	25780.90073	786.548041	13305.5349	53141.99302	0	0	0	0
250	249	0	0.272362181	24.84364672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.8883495	27680.58453	43558.13026	32205.51214	27680.58453	0	24.84364672	27680.58453	0	0	256	70880.8538	29036.40408	68333.89808	28750.64369	35081.04773	153490.5	0	0	44869.76542	44869.76542
251	250	0	21.49382277	4.281058138	13.47227057	0	0	15.41422479	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	96.75745625	0	0	15395.97565	597.975646	0	21.71143498	0	2	22780.9526	188.4003312	72590.95679	0	16233.27944	591.877866	12476.1654	707.8974305	1.885884933	188.5884933	54858.21217	54858.21217
252	251	0	0.254563038	0	0.254563142	0	0	0	0	0	0	0	0	100	0	0	0	22	14	4.3	0	0	0	56.401325	0	0	0	0	0	100	0	36	15054.07749	123.2491688	49319.84627	0	12251.01356	0	19117.07925	13610.91459	8.57013092	857.013092	124331.2463	124331.2463
253	252	0	0.168637828	0	0	0	0	0	0	0	0.490056359	0	9.375969704	0	0	357	0	1226	64	89.9	41	1	21	24.51088413	0	0	0	0	0	9.614855781	0	1343	0	61.06014253	131.8824132	0	0	0	0	0	1528.79655	151926.2889	76486.6744	76486.6744
254	253	0	0.110695359	0.110538317	5.134923975	0.108815036	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	47.46046875	0	43739.64792	2166.055723	0	0	5.163064067	0	1	0	132.7830572	756.2705092	42817.90879	47703.20592	0	26157.13574	101973.1636	5.268105187	20.76588821	4379.331478	4379.331478
255	254	0	6.323839731	5.121053949	1.401981273	5.120304376	0	0	80.76552868	0	0	0	0	0	0	11	0	6	6	0	0	0	0	60.55333656	0	33133.48626	0	0	0	87.12064477	0	12	0	153.2619278	1746.607798	0	8935.902683	0	10504.83401	67317.01019	6.712119216	104.7400169	10674.49489	10674.49489
256	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	1	0	0	0	0	100.9208812	0	4895.873572	1622.116537	0	0	0	0	4	18044.78609	217.7127875	25573.40594	0	12115.88645	0	14060.92244	13671.7401	2.043721848	204.3721848	25180.512	25180.512
257	256	0	0	0	99.5269595	0	0	0	36.65051878	0	0	0	0	0	0	3	0	0	0	0	0	0	0	153.3139241	2922.056264	5159.190531	9948.19641	2922.056264	0	99.52695951	2922.056264	0	0	232.744898	38301.85214	5598.021665	2974.279427	3836.55089	20970.66581	51341.51607	0	0	0	0
258	257	0	0.252011408	0	0	0	0	0	0	0	0.170823815	0	1.365655413	0	0	110	0	367	25	36	5	1	4	37.1117375	0	0	0	0	0	1.75619681	0	402	5642.786089	88.94216875	13218.73961	0	0	0	0	0	501.0310425	50103.10425	86420.91315	86420.91315
259	258	0	1.153953762	0.936170975	98.98285561	0	0	0	23.28654791	49.75263539	0	0	0	0	0	0	0	0	0	0	0	0	0	174.8060567	5119.120255	10786.11568	8075.526901	5119.120255	0	100	5119.120255	0	0	169.196129	59271.222	9016.373941	11805.0595	5422.702019	8007.880258	23695.40908	0	0	0	0
260	259	0	12.22380117	0	23.59328016	0	0	8.447208674	0	0	0	0	0	0	0	4	0	15	8	3.9	0	0	0	84.8857625	0	0	3025.211149	0	0	28.71843656	0	23	35550.53617	197.4856313	61124.66243	0	5394.109871	0	5530.686091	21067.37643	3.361578522	336.1578522	53371.2225	53371.2225
261	260	0	0.491642275	0	0	0	0	0	0	0	0	0	0.063860532	0	0	13	0	88	4	4.1	2	0	0	54.232025	0	0	0	0	0	0.555502807	0	94	7376.31199	137.8197813	9263.113769	0	0	0	1679.766973	540.5721638	166.2901019	16629.01019	76437.1482	76437.1482
262	261	0	1.243340069	0	1.413163962	0	0	0	0	0	0	0	0	56.56170641	0	1	0	2	0	0	0	0	0	123.9586563	0	0	18107.65264	0	0	56.60498111	0	2	3784.340611	208.9891938	67803.70257	0	16413.73323	1080.38827	4248.71922	31511.85683	1.186166096	118.6166096	27893.46402	27893.46402
263	262	0	2.826885826	0	0	0	0	0	0	0	0.256709126	0	4.398420325	0	0	200	0	383	37	28.1	1	0	3	33.94508262	0	0	0	0	0	7.482015276	0	425	0	86.99731287	9537.481169	0	0	0	11594.78847	0	644.8338219	55006.86554	58163.21766	58163.21766
264	263	0	1.836812988	0.869426664	29.9825958	0	0	0	28.15048664	0	0	0	0	0	0	38	0	7	17	7.9	0	1	0	87.6472214	0	0	0	0	0	30.12171083	0	26	0	171.0502109	55860.73677	0	17500.0117	0	0	20672.39615	1.756977422	123.3398991	1756.303007	1756.303007
265	264	0	56.04610756	56.04611114	56.18712404	56.05293853	0	8.830245455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	94.4468	0	5796.976078	7521.732321	0	0	60.05303824	0	1	12376.76134	214.9984188	30689.63868	8128.298146	22658.01403	9155.449554	7139.335133	0	2.979594574	297.9594574	26474.75554	26474.75554
266	265	0	0	0	0	0	0	0	0	0	0	0	0	100	0	1	0	0	2	0	0	0	0	122.0689266	0	0	20913.29616	0	0	100	0	2	0	203.9107059	88636.45019	2361.913406	9745.041566	0	14671.13247	14541.11256	1.373867916	132.0738792	7788.469821	7788.469821
267	266	0	2.637671509	2.006982765	0	2.037766274	0	0	0	0	0	0	0	0	0	3	0	2	2	0	0	0	0	70.70661779	0	0	696.4421172	0	0	2.679646416	0	8	0	130.4447543	4451.497517	0	6132.300439	0	6550.813358	46208.3221	9.852932269	982.8295045	20415.97974	20415.97974
268	267	0	2.529573347	0	0	0	0	0	1.377185621	0	0	0	0	0	0	1	0	0	2	0	1	0	0	86.5936481	0	6883.584698	1794.024354	0	0	3.906758968	0	3	0	170.2591077	5569.699511	2638.024982	0	0	4043.047207	53438.46175	5.796989675	401.4802151	37382.15886	37382.15886
269	268	0	0.975726774	0.591508073	0	0.607534558	0	0	0	0	0	0	0	0	0	144	0	156	45	43.4	3	0	1	42.1156875	0	0	0	0	0	0.979566048	0	206	745.7860896	97.42031875	39057.89993	0	0	0	8722.388925	0	231.4674113	23146.74113	9509.624944	9509.624944
270	269	0	1.147602787	44.31317933	52.43169311	0	0	0	12.69681903	0.4611578	0	0	0	0	0	19	0	0	3	0	0	0	0	110.3992257	0	2659.78609	3106.418893	0	0	97.03613776	0	3	0	189.0269978	58767.40797	3118.158559	18657.34794	0	3148.949563	19859.76301	1.505184153	69.3816452	562.5290004	562.5290004
271	270	0	7.119246837	0	6.786831827	0	0	0	0	0	0	0	0	0	0	10	0	7	24	21.6	1	1	0	72.00641875	0	0	0	0	90.40221768	90.81780401	0	33	36357.76235	167.4843313	46456.88619	0	0	0	0	16044.98953	2.859985657	285.9985657	45120.87279	45120.87279
272	271	0	23.49167688	0	16.73298738	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	116.266125	0	4358.975646	6478.975646	0	0	23.51798004	0	0	23299.6786	219.0882063	69884.43293	6454.984134	14605.89013	79.3589092	9297.65772	6118.129822	3.131293678	313.1293678	40777.87339	40777.87339
273	272	0	0.857721921	0	0	0	0	0	0	0	0	0	0	0	0	3	0	18	1	0	0	0	0	37.5303875	0	0	0	0	0	0.857721921	0	19	2623.245925	82.1907625	25340.81256	0	3958.623559	0	4887.540866	23761.56755	33.91967712	3391.967712	82776.70743	82776.70743
274	273	0	4.816121901	0	4.909926825	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	123.6408625	1357.78609	4938.466168	5107.754962	1357.78609	4.215029558	9.12495546	1357.78609	0	28044.78609	246.9193063	35565.52639	1315.725271	14023.11005	1288.939206	7050.484229	6138.810495	2.733321571	273.3321571	35162.53991	35162.53991
275	274	0	11.39521079	0	0	0	0	0	0	0	0	0	0	80.05853716	0	4	0	14	1	0	0	0	0	72.15233125	0	0	0	0	0	91.06855949	0	15	20534.58157	157.5966438	53142.94724	0	7438.42332	0	22974.57113	6904.221246	12.31130974	1231.130974	117526.7769	117526.7769
276	275	0	16.73465173	12.30998522	22.05383106	12.34919105	0	0.738176211	0	0	8.419126467	0	0	0	0	337	0	42	63	68.6	2	0	0	42.48035889	0	0	0	0	0	26.61353886	0	112	0	111.8033359	9722.670186	0	0	0	11808.93382	1309.705402	106.5496416	3500.094543	0	0
277	276	0	0	4.812814506	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	181	1054.809634	3792.045069	1990.21391	1054.809634	0	4.812814506	1054.809634	0	0	256	84679.45509	2432.541804	56167.5215	5670.666942	14057.62251	274138.0876	0	0	30707.44854	30707.44854
278	277	0	8.89974404	8.137682859	0.033148277	0.032483873	0	0	0	0	0	0	0	0	0	5	0	13	1	0	0	0	0	86.51971789	0	0	3643.024354	0	0	8.899884301	0	15	0	193.6067394	62681.23044	0	35083.18669	0	11850.2545	251808.9558	0	0	9570.196242	9570.196242
279	278	0	9.243003471	9.243003533	0	0	0	10.5214842	0	0	0	0	0	53.91860584	0	5	0	2	2	3.6	0	0	0	115.5296125	0	0	17744.72445	2679.024354	0	64.45442661	0	4	11135.97565	212.4739375	70771.05265	0	7809.663721	0	16210.46416	25792.99381	2.849960918	284.9960918	19494.12145	19494.12145
280	279	0	7.919819019	0.039342447	4.870457068	0	0	0	0	0	0	0	0	0	0	33	0	10	5	4.7	0	0	0	101.3259585	0	0	0	0	0	7.919819312	0	15	0	195.2474145	70335.95702	0	8604.826483	0	6388.238377	39183.98752	0.333204334	28.58358288	15145.27016	15145.27016
281	280	0	0.311689648	0	0.523654002	0	0	0	0	0	0	0	0	0	0	18	0	8	8	8.3	1	0	0	72.42025	0	0	0	0	0	0.575306239	0	17	36258.78609	156.6151312	39006.12266	0	0	0	1991.275985	12408.52123	14.89437759	1489.437759	67532.5207	67532.5207
282	281	0	0.654726526	25.75519579	0.654726199	0	0	0	0	0	0	0	0	0	0	24	0	11	7	8.1	0	0	0	40.49944537	0	0	2084.975646	0	0	25.77316467	0	18	0	81.62493062	22954.92489	0	5855.035125	0	2805.736216	22457.46917	0	0	95899.4992	95899.4992
283	282	0	57.46517467	56.40154858	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	82.928825	0	0	1458.441224	0	0	57.4652458	0	4	19888.51982	186.370675	80217.2494	0	1606.947135	1876.735617	24447.39394	19114.5735	5.830067291	583.0067291	83492.881	83492.881
284	283	0	0	0	47.18256608	0	0	0	0	0	0	0	0	0	0	95	0	8	20	34.2	0	1	1	91.91223863	0	0	0	0	0	47.18256608	0	30	0	173.3075818	83757.67467	0	17182.58479	0	0.640947305	0	1.34211776	55.09555626	171.827692	171.827692
285	284	0	0.288668918	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	192.6141516	2765.024354	12652.27243	2765.024354	4833.024354	0	0.288668918	2765.024354	0	0	213.8733945	51132.08659	3603.033464	31232.80939	3589.71775	13798.07219	110871.5689	0	0	31570.43062	31570.43062
286	285	0	0.209504318	0	0	0	0	0	0	0	0	0	0	0	0	8	0	39	7	0	1	0	0	36.5191125	0	0	0	0	0	0.209504318	0	45	549.9869117	75.8728	26088.0099	0	0	0	1684.494708	182.2719153	17.50074951	1750.074951	53893.6138	53893.6138
287	286	0	0.106519326	0	0	0	0	0	0	0	0	0	0	55.22550015	0	190	0	51	51	13.1	0	0	0	44.61196323	0	0	0	0	0	55.32820129	0	102	0	94.6801435	75668.61819	0	5120.76499	0	3875.708935	29284.12356	18.75939536	1735.765274	140900.2431	140900.2431
288	287	0	3.879070248	0	19.90744827	0	0	0	3.400546118	27.50870174	0	0	0	100	0	60	0	22	50	40.9	1	1	3	87.05787819	0	0	12459.6736	0	0	100	0	81	0	187.7373044	92512.40108	0	0	0	0	0	2.726799768	187.7029696	2652.942098	2652.942098
289	288	0	0.607868402	0.308983312	35.6838757	0.328689389	0	0	0	0	0	0	0	0	0	142	0	39	24	16.2	1	0	0	42.58947976	0	0	0	0	0	36.29121119	0	64	0	103.4533917	41407.8733	0	0	0	8799.932012	4340.519914	44.747809	1849.954651	0	0
290	289	0	1.662996892	0	0	0	0	0	0	0	0	0	0.868071274	0	0	50	0	49	13	12.9	1	0	0	38.5019875	0	0	0	0	0	2.531068166	0	63	3577.648351	89.226425	34951.73199	0	0	0	14887.54087	30974.16337	36.16568512	3616.568512	79724.85961	79724.85961
