FID	Area_WHS	Area_SSSI	Area_SPA	Area_SAC	Area_RAMSA	Area_NR	Area_NNR	Area_MPAdi	Area_MCA	Area_LNR	Area_COUNE	Area_CNTRY	Area_BIOSP	Area_BIOGE	Count_WW	Count_Air	Count_Bus	Count_Hotel	Sum_Rating	Count_CarPark	Count_TourOp	Count_train	Mean_Wild	Dist_Motorway	Dist_A_road	Dist_B_road	Dist_min_road	Area_NP	Area_PA	Dist_road	Count_Inf	Dist_Coast	Mean_Nat	Dist_Air	Dist_Bus	Dist_CarPark	Dist_Hotel	Dist_TourOp	Dist_Train	Pop_dens	Pop	PDist	PDist.1	
1	0	0	0.002225111	0	0.004503484	0	0	0	0	0	0	0	0	0	0	9	0	13	3	4.7	0	0	0	67.44593125	0	2876.072835	0	0	0	0.004795014	0	16	28116.68194	131.7850313	67391.74317	0	15409.2767	0	16560.97161	14940.15403	9.898555908	989.8555908	93869.38483	93869.38483
2	1	0	0.862564138	17.5446457	0	0	0	0	0	0	0	0	0	0	0	18	0	10	7	4	0	0	0	93.76155485	0	0	5677.110872	0	0	17.69668044	0	17	0	196.9141754	15049.95445	0	38280.16589	0	8703.11346	66428.211	1.625735023	134.15382	6257.05327	6257.05327
3	2	0	36.6514008	24.57089507	25.10115162	24.59642009	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	107.3081875	0	0	714.024354	0	0	37.0225204	0	2	16318.78609	205.3938812	77413.18842	0	25656.76879	554.6002152	33397.80784	22726.08304	0.944687653	94.46876526	31780.19785	31780.19785
4	3	0	34.23585916	67.96999825	3.508131083	0	0	0	0	0	0	0	0	0	0	69	0	2	6	0	0	1	0	96.3033413	0	0	0	0	0	70.24692659	0	9	0	178.2557756	46597.48556	0	11478.50826	0	0	29574.64769	1.948756773	167.6933174	4807.317059	4807.317059
5	4	0	0.743122599	0	0	0	0	0	0	0	0	0	0	100	0	74	0	9	7	9.5	0	0	0	59.71888125	0	0	0	0	0	100	0	16	12409.95919	129.152225	39755.83816	0	3576.920711	0	4372.423966	3617.921051	8.529345474	852.9345474	91776.26501	91776.26501
6	5	0	0	0	43.86641418	0	0	0	40.51500755	0	0	0	0	0	0	15	0	16	5	0	0	0	0	105.8920846	0	2758.78609	441.975646	0	0	70.64512843	0	21	0	198.5496022	6777.210682	0	12654.99406	0	42957.87813	81892.40725	6.430821107	180.252346	0	0
7	6	0	0.954069537	48.25773228	0	0	0	0	0	0	0	0	0	17.48301591	0	2	0	1	0	0	0	0	0	121.2289062	0	870.8198497	26345.90876	0	0	58.19038347	0	1	23062.13934	204.0059687	51196.96021	0	12330.99474	1485.66611	20523.69036	1961.167462	2.58490984	258.490984	36150.6963	36150.6963
8	7	0	4.394818352	55.78244156	20.49535065	0	0	0	0	0	0	0	0	0	0	6	0	5	4	0	0	1	0	89.90915	0	0	0	0	100	100	0	10	48967.19388	208.2982062	58140.8087	0	100.1219697	0	0	30938.9198	1.959293747	195.9293747	63046.3395	63046.3395
9	8	0	31.99383886	34.69521285	39.32162628	34.54807889	0	0	0	0	0	0	0	0	0	13	0	28	26	21.3	0	1	2	48.43153858	0	0	0	0	0	42.47257221	0	57	0	121.0809666	24454.62121	0	520.5890455	0	0	0	36.49248183	2755.596329	3341.603483	3341.603483
10	9	0	29.56613938	30.52052985	66.66574403	0	0	0	55.57483976	0	0	0	0	0	0	34	0	0	0	0	0	0	0	104.3472687	0	2036.276272	0	0	0	96.10046085	0	0	0	181.7817802	36798.24622	2104.30926	6879.910384	1714.299601	7375.946347	39574.64769	1.019046383	33.61872482	0	0
11	10	0	3.959129417	3.177500435	0	3.180432246	0	0	0	0	0	0	1.026176833	0	0	122	0	30	7	4	0	0	0	43.95156875	0	0	0	0	0	5.006425851	0	37	6516.740145	98.96430625	22389.91208	0	1516.280961	0	9363.470294	1658.04518	152.3850946	15238.50946	43881.10887	43881.10887
12	11	0	3.330414828	0	3.877055382	0	0	0	0	0	0	0	0	0	0	14	0	12	3	0	0	0	0	82.52686875	0	0	0	0	0.170437062	4.370498673	0	15	11574.42177	195.0524813	15545.37879	0	12291.92412	0	10266.64975	5481.128134	4.903401031	490.3401031	19077.78253	19077.78253
13	12	0	14.58046476	5.506911716	3.715901342	0	0	17.46569993	0	0	0	0	0	0	0	25	0	4	10	21.3	0	0	1	102.1992	0	0	2434.21391	0	99.41134452	100	0	15	1548.213912	200.8970938	41496.34908	0	1611.831733	0	19569.46845	0	4.796729546	479.6729546	45055.83331	45055.83331
14	13	0	3.678089969	24.88638904	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	106.3832625	204.024354	1818.21391	5754.024354	204.024354	0	24.88638904	204.024354	0	0	169.6585106	61736.89546	1842.088504	25115.81	1328.537946	24421.88219	59838.12959	1.484113475	7.855551243	5390.485497	5390.485497
15	14	0	9.74503901	9.11129413	20.82882744	0	0	0	0.013673387	0	0	0	0	0	0	112	0	4	13	0	0	1	0	84.59270981	0	0	0	0	0	29.19412383	0	16	0	169.2069724	45860.73677	0	19400.28309	0	6.353816324	30312.38883	2.90361227	229.6351147	1294.760641	1294.760641
16	15	0	2.091598061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.82876902	251.1340882	261.5519224	7075.975646	251.1340882	0	2.091598061	251.1340882	0	44728.36178	163.6426003	84589.83638	233.7082481	17850.12381	3132.73953	29974.24115	31654.44253	0	0	53855.57828	53855.57828
17	16	0	0.013082333	0.013124439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	113.2211375	1642.68975	2064.373735	6072.024354	1642.68975	0	0.013124589	1642.68975	1	7498.975646	206.1261438	90602.20056	2769.071594	4245.064889	1075.954651	18010.92169	0	2.887732849	288.7732849	34983.414	34983.414
18	17	0	0.815670544	0.815670232	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	136.2342657	5628.892449	10383.6155	6665.78609	5628.892449	0	0.815670388	5628.892449	0	0	141.1795096	13789.89042	8032.067148	21627.35053	8063.322883	41600.56052	63315.21391	0	0	24247.79676	24247.79676
19	18	0	9.185167062	92.67241743	99.99993325	0	0	9.185168955	91.2136229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.6789949	7726.179543	28347.43391	21092.46615	7726.179543	0	100	7726.179543	0	0	169.5833098	49107.60602	23154.05864	29893.81409	5039.774188	22955.28213	30181.94187	0	0	0	0
20	19	0	0	4.158462645	0	2.097291136	0	0	0	0	0	0	0	0	0	6	0	43	6	0	0	0	0	70.21872131	0	0	12380.56439	0	0	4.168007155	0	49	0	191.688804	16260.69735	0	15633.39554	0	20974.3702	117169.5918	1.034584471	40.23969269	17499.62036	17499.62036
21	20	0	0.796438848	0	0	0	0	0	0	0	0	0	0	12.22002229	0	30	0	93	46	37.9	2	0	0	44.65630057	0	0	0	0	0	12.76524272	0	146	0	99.96708108	71536.46192	0	0	0	0	15159.4138	49.43622168	4922.723068	141450.7321	141450.7321
22	21	0	18.9595682	0	54.26432509	0	0	0	52.93925485	0	0	0	0	0	0	9	0	1	3	0	0	0	0	90.4709304	0	10650.02435	0	0	0	73.22389328	0	4	0	168.2132799	50755.51328	0	18996.33731	0	6878.52587	14384.96545	1.423734481	63.44503117	0	0
23	22	0	7.561188444	71.92949047	7.510094067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.7554813	1981.396307	1981.396307	7166.21391	2390.940023	0	74.28405397	1981.396307	0	2012.216765	193.3693688	88571.89774	2785.083417	4200.74832	3191.389121	3928.241424	3875.60254	1.037374077	103.7374077	18968.32537	18968.32537
24	23	0	6.088243358	10.04880961	0.778946613	6.926480437	0	0	0	0	0	0	0	0	0	52	0	56	17	21.5	2	0	1	50.77670579	0	0	0	0	0	14.25902888	0	78	0	122.0724187	14504.09556	0	0	0	2406.45573	0	15.64735396	1084.125931	5569.409381	5569.409381
25	24	0	1.356776644	0	0	0	0	0	0	0	0	0	0	0	0	7	0	40	1	0	0	0	0	83.24947361	0	0	0	0	0	1.356776644	0	41	0	205.2516506	35978.13138	0	1063.922356	0	5116.486132	217983.0094	2.718175549	227.0723724	12144.31838	12144.31838
26	25	0	2.503715201	0.894274379	3.799285706	0.766421858	0.756997598	0	0	0	0	0	0	0	0	6	0	1	1	4	0	0	1	108.2323875	0	7630.332457	0	3847.024354	0	4.017934847	0	3	17498.97565	221.2570625	89880.80257	0	14241.02703	0	26424.73774	0	1.322136803	132.2136803	44011.65312	44011.65312
27	26	0	0.003735519	0	40.37318031	0	0	0	32.85540631	14.76667437	0	0	0	0	0	130	0	2	26	13.6	1	0	0	95.21882011	0	0	11224.96018	0	0	42.17051881	0	29	0	193.0069604	31653.81546	0	0	0	17462.92465	49687.91652	0.919649345	51.05813026	1304.304293	1304.304293
28	27	0	0.876886663	0	3.720146268	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	85.40782681	0	4696.96955	10662.97565	0	0	4.59703293	0	0	0	169.9472542	12473.97405	4758.97988	30452.66582	2309.911025	21547.023	64174.64803	0	0	3404.861251	3404.861251
29	28	0	1.084873592	1.032393068	2.777774964	0	0	0	33.67234056	0	0	0	0	100	0	25	0	35	21	8.5	0	0	0	90.22002375	0	0	4046.975646	0	0	100	0	54	0	187.764249	54683.38882	0	28112.94058	0	12841.56068	34547.06461	0.951106598	61.32745934	4765.208717	4765.208717
30	29	0	0.016935718	0	0	0	0	0	0	0	0	0	0	0	0	23	0	11	2	0	0	0	0	64.2036375	0	120.024354	0	0	0	0.016935718	0	13	9564.21391	147.1735625	88089.10904	0	135.3138342	0	13660.87154	8634.294407	6.54689209	654.689209	97439.77688	97439.77688
31	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	90.802589	0	10314.56637	5354.326019	0	0	0	0	0	0	202.0887881	58384.49592	2623.026191	25897.96995	2720.70301	16064.67407	245883.906	0	0	9025.768557	9025.768557
32	31	0	4.604138747	0	0	0	0	0	0	0.248049742	0	0	0	0	0	19	0	28	14	4.6	0	0	0	94.16160103	0	0	9161.831864	0	0	4.852188489	0	43	0	204.5361138	35271.6412	0	17987.25555	0	10145.84761	90319.94061	1.964292777	131.0575581	9703.330198	9703.330198
33	32	0	0	0	0	0	0	0	0	0	0	0	0	100	0	1	0	4	1	0	0	0	0	63.34113125	0	0	1039.142894	0	0	100	0	5	17034.50968	144.0698813	49403.6601	0	13877.44019	0	8064.368631	21433.11953	3.01101368	301.101368	121270.9742	121270.9742
34	33	0	5.629906673	26.16684784	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	89.22933182	0	16803.0327	21438.02435	0	0	26.16684784	0	1	0	219.8494222	0	17891.26317	29353.54453	13419.86796	39303.96597	188813.0162	0	0	22188.95889	22188.95889
35	34	0	1.404032069	0	1.404031943	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	87.27578125	0	1169.579808	1603.81841	0	0	1.404032006	0	1	749.3897113	176.421275	40452.83729	1523.998353	4343.231206	0	22870.75279	1462.122669	1.613641205	161.3641205	24156.28595	24156.28595
36	35	0	0.965169367	0.453762074	0.680004089	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	77.03099375	0	0	4394.837566	0	0	1.179725713	0	12	29779.81697	164.3029562	70619.85836	0	8960.672434	0	21201.70429	26846.3052	5.198091736	519.8091736	77481.51836	77481.51836
37	36	0	0.08108407	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	12	0	1	0	2	46.3804	0	0	0	0	0	0.08108407	0	43	7707.78609	104.2956875	53855.64644	0	0	0	8926.257247	0	64.30591949	6430.591949	26243.19143	26243.19143
38	37	0	5.251112608	0	5.251112438	0	0	0	0	0	0	0	0	0	0	6	0	3	4	0	0	0	0	86.55564155	0	1746.975197	0	0	0	5.251112523	0	7	0	165.2570359	39594.48061	0	12290.67682	0	19421.23088	23229.21008	4.472492908	220.880188	17162.74777	17162.74777
39	38	0	78.34887394	77.02161475	77.02161437	77.0609665	0	34.58041214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.3883	886.2139104	5637.975646	3393.496308	886.2139104	0	83.36117289	886.2139104	0	8407.712591	231.3772875	30086.49353	6458.009709	13242.70864	2188.119879	8200.31778	838.7870175	3.182813263	318.2813263	36457.157	36457.157
40	39	0	22.44035612	20.29929822	7.12913688	20.2780514	0	0	54.10905558	0	0	0	0	0	0	12	0	0	7	4.1	0	0	0	92.87331389	0	24069.00565	0	0	0	76.5705009	0	7	0	181.2080483	19736.91379	10892.7907	2907.488283	0	383.7186736	44956.3451	3.198358175	138.9890556	4724.274849	4724.274849
41	40	0	15.75973402	70.13118262	7.790996049	0	7.782833766	7.786122261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.4941813	579.7860896	579.7860896	766.7860896	647.7860896	4.711245269	77.32160519	579.7860896	0	3845.213913	191.9829438	54309.38607	638.9940255	10382.92908	711.4582233	25322.48121	712.1564896	2.561278	256.1278	30923.88968	30923.88968
42	41	0	0.186615331	0	0	0	0	0	0	0	0.266917056	0	2.02989175	0	0	74	0	288	8	8.7	1	0	3	40.84060625	0	0	0	0	0	2.384148378	0	296	176.2139104	92.0537625	12669.07271	0	0	0	8003.436003	0	458.7744116	45877.44116	26733.69901	26733.69901
43	42	0	1.77863504	0.038017235	1.740617824	0	0	0	0	0	0	0	0	0	0	3	0	10	4	4.1	0	0	0	88.16841461	0	0	0	0	0	1.778635155	0	13	0	169.3782167	44993.54457	0	22356.51664	0	10828.07861	33141.99302	6.596346629	653.7228966	7286.977188	7286.977188
44	43	0	4.368866924	45.33126787	33.01325419	0	0	0	6.692750086	0	0	0	0	0	0	16	0	2	8	9.6	0	0	0	93.47422819	0	0	1808.78609	0	0	79.35822565	0	10	0	173.1268189	49359.83696	0	8914.736549	0	1740.754371	29764.12506	2.258436677	136.9191217	1680.611396	1680.611396
45	44	0	0.447607352	0	0	0	0	0	19.9156186	0	0	0	0	0	0	3	0	0	0	0	0	0	0	67.55362839	0	5737.418593	4923.496636	0	0	20.36322595	0	0	0	140.9882376	11014.18736	2506.145393	5831.661503	1331.869974	13352.2408	33811.09827	0	0	41364.42198	41364.42198
46	45	0	14.69623934	0	12.63518642	0	0	9.16906204	0	0	0	0	0	0	0	41	0	2	12	9.3	0	0	0	61.23170625	0	0	0	0	38.09423454	47.7986311	0	14	10700.95483	138.5036313	31051.32016	0	236.1705164	0	22811.21678	11891.9108	11.99443123	1199.443123	60953.60218	60953.60218
47	46	0	0	0	0.015870211	0	0	0	0	0	0	0	0.006167398	0	0	25	0	28	13	3.8	0	0	0	48.97006875	0	0	0	0	0	0.022037609	0	41	26798.37538	110.0624938	21788.07085	0	8473.809069	0	27321.04401	11070.48721	20.78294098	2078.294098	70437.86445	70437.86445
48	47	0	0.037653489	0	0.075307505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.73469388	805.975646	13099.03389	4202.223135	805.975646	0	0.075307505	805.975646	0	24552.78609	196.1406509	85473.22596	3881.003511	24818.70209	2156.226257	25446.13337	34996.29362	14.15334518	145.1991882	25584.04127	25584.04127
49	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.70974195	106.8182448	10735.79223	106.8182448	130.7860896	0	0	106.8182448	0	30627.48041	171.5774681	87637.46031	321.8328886	19136.85031	1534.86349	33147.00257	30588.95606	26.62445233	499.2435341	66722.17732	66722.17732
50	49	0	0.005485948	0	92.64987909	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	97.13678845	0	1278.975646	16682.97565	0	0	92.65536504	0	1	0	218.1359686	34423.11153	14.95074621	24297.3216	0	13412.99114	76318.20079	0	0	0	0
51	50	0	0.678904458	0	0.982262393	0	0	0	0	0	0	0	0	0	0	8	0	10	6	0	0	0	0	66.84699994	0	5378.381719	0	0	0	1.02926899	0	16	25571.2862	145.8760712	77349.29658	0	18558.3578	0	26385.0267	25402.65711	5.850115752	576.5927124	33558.74348	33558.74348
52	51	0	0	63.26558844	0.051878118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.5392938	3685.78609	6863.700505	10462.21391	3685.78609	100	100	3685.78609	0	55487.50915	251.49055	65545.37879	10289.41243	11187.90347	9804.863271	12956.78302	11266.69806	2.091699162	209.1699162	66174.12111	66174.12111
53	52	0	2.459434107	2.459433964	0	0	0	0	28.47954593	0	0	0	0	0	0	17	1	0	4	0	0	1	0	58.82915475	0	22150.76722	556.8313368	0	0	30.5773859	0	6	0	129.2578842	0	22140.79444	35748.494	0	0	86043.24627	1.530077319	14.41692734	11521.88804	11521.88804
54	53	0	1.021592476	0.332609008	0.267153982	0.331006872	0	0	0	0	0	0	0.850304357	0	0	80	0	207	36	24.9	0	0	0	33.04329375	0	0	0	0	0	2.143218166	0	236	14837.89397	75.838625	17146.71895	0	5707.358383	0	130.1322519	14442.03219	94.50827194	9450.827194	20707.54198	20707.54198
55	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	4	13.5	0	1	0	88.40780188	0	0	0	0	0	0	0	9	0	200.5697007	58374.10738	0	1087.775679	0	0	31470.65825	5.189215619	518.8533421	7460.83077	7460.83077
56	55	0	0.949393306	0	0.609721	0	0	0	0	0	0	0	0	0	0	3	0	20	5	4.2	0	0	0	41.53651875	0	0	0	0	0	1.008681967	0	25	3581.78609	87.483325	61582.0011	0	8140.115894	0	8330.764186	14458.74113	15.05050171	1505.050171	10617.10078	10617.10078
57	56	0	8.395304878	8.395302362	8.395302362	8.397348625	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1	93.7239625	0	112.024354	0	5883.703411	0	8.406191423	0	4	18913.22972	209.8074188	52596.61045	17444.93279	36839.80314	0	6616.167802	0	1.702367268	170.2367268	25756.50503	25756.50503
58	57	0	25.5293598	0	2.84487318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.8418548	0	0	1899.338191	22.24220267	0	25.52937797	0	0	0	208.4233876	83584.86188	1811.98763	38979.09881	539.5667554	37394.27988	54713.78178	1.29595795	129.1634188	13430.24339	13430.24339
59	58	0	1.53469975	33.00635453	0	0	0	0	25.84593201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.66028875	17.97564601	9076.98862	67.97564601	17.97564601	0	33.11665966	17.97564601	0	0	159.8036275	80496.31407	8234.726009	46847.25531	3477.374803	8149.745499	267960.5122	8.502727201	30.86432076	14423.10978	14423.10978
60	59	0	0.399128663	28.92311797	2.503870636	25.03713836	0	0	10.99415828	0	0.15327132	0	0	0	0	64	0	65	5	0	0	0	0	87.08440857	0	0	0	0	0	39.97238144	0	70	0	213.3320857	23079.77496	0	24242.21303	0	43205.84949	114765.9005	9.856232318	663.2266502	15239.79943	15239.79943
61	60	100	8.374570071	100	100	0	0	8.392731925	0	82.35979649	0	0	0	0	0	55	0	0	0	0	0	0	0	183.1710854	59965.52467	60695.50528	72957.11976	59965.52467	0	100	59965.52467	0	0	219.7628157	74420.08062	59973.54215	68975.61239	59967.91149	59997.04896	174195.2728	0	0	81825.94448	81825.94448
62	61	0	21.73813126	21.73813455	21.82458232	21.74058258	0	0	0	0	0	0	0	0	0	2	0	4	3	0	0	0	0	92.06796875	0	0	13910.7118	0	0	21.93489616	0	7	8861.698488	191.0041188	71607.601	0	16057.12362	0	24610.48235	17416.12549	1.067435646	106.7435646	31097.99928	31097.99928
63	62	0	0.202926275	0	27.30752344	0	0	0	29.0394213	24.60259613	0	0	0	0	0	12	0	8	21	8.8	0	1	0	74.53338975	0	0	0	0	0	33.66340246	0	30	0	137.3686408	77517.36022	0	1610.414281	0	0	3353.111223	87.3944491	5807.837349	1549.103258	1549.103258
64	63	0	0.353468727	2.18128397	0	0	0	0	13.55688229	0	0	0	0	0	0	14	0	6	2	0	0	0	0	133.3096552	0	1642.855705	19755.94969	0	0	16.09163498	0	8	0	180.5347027	9907.762238	0	1792.230744	0	58939.87291	100181.9419	4.207528616	61.72211075	10287.45571	10287.45571
65	64	0	10.99781661	10.21306295	0.195633717	10.14294847	0	0	0	0	0	0	0	0	0	68	0	31	22	17	0	0	0	44.25711678	0	0	0	0	0	11.37117082	0	52	0	99.15516377	12050.54223	0	1398.999599	0	4468.354197	887.9981131	30.09537752	2290.42308	11312.03299	11312.03299
66	65	0	1.854445144	1.237005359	0.5336555	1.241069341	0	0	0	0	0.055821614	0	0.496281715	0	0	285	0	398	105	123.3	8	0	1	34.06992764	0	0	0	0	0	2.891136197	0	511	0	81.34009461	31499.67271	0	0	0	13332.66359	0	374.2319592	36045.32202	47082.87145	47082.87145
67	66	0	6.460486686	3.229908223	6.301563744	3.233144068	0	0	0	0	0	0	0	0	0	118	0	43	18	21.9	0	1	0	45.54489639	0	0	0	0	0	6.556718211	0	62	0	104.9261553	49005.9215	0	3419.307233	0	0	4394.84368	20.69018145	1986.341858	12174.39119	12174.39119
68	67	0	1.731748714	0.473223569	0	0.478141186	0	0	0	0	0	0	0	0	0	81	0	37	47	16.5	2	0	0	33.2349302	0	0	0	0	0	1.744667902	0	86	0	76.55352109	23183.77478	0	0	0	3095.155981	12040.55021	30.38501693	1276.950623	11465.28268	11465.28268
69	68	0	44.48210557	22.62849147	30.61871393	22.47077289	0	2.650195821	0	0	0	0	0	100	0	4	0	8	2	4	0	0	0	111.228175	0	0	4073.975646	1522.78609	0	100	0	10	4330.026261	202.3595313	69765.17631	0	18850.70143	0	5625.955586	18551.80897	0.95248291	95.24829102	13611.15673	13611.15673
70	69	0	0.535076149	0.048445826	0	0.048173315	0	0	0	0	0	0	0	0	0	22	0	105	38	27.6	0	0	0	41.31525	0	0	0	0	0	0.536330564	0	153	14120.02598	96.1194875	40805.30519	0	12497.41878	0	18793.14932	6039.239598	77.98908813	7798.908813	28564.78662	28564.78662
71	70	0	10.43578966	18.55271733	6.304079389	0	0	0	0	0	0	0	0	0	0	18	0	6	6	8.7	1	1	1	107.4501563	0	0	14543.38837	0	0	21.37552905	0	15	296.0243541	190.2125375	91541.86597	0	0	0	0	0	1.570985737	157.0985737	17063.00988	17063.00988
72	71	0	2.941827403	4.20999321	3.564049803	1.493403283	0	0	0	0.9314179	0	0	0	0	0	1	0	6	1	0	0	0	0	128.6871812	0	5387.592526	0	0	0	5.390989643	0	7	0	237.497456	30461.10323	0	27528.88271	0	7843.824651	104811.3974	1.096133695	106.8026066	15457.46733	15457.46733
73	72	0	2.69160195	0	0	0	0	0	0	0	0	0	0	0	0	124	1	143	42	41.8	9	0	3	34.08468953	0	0	0	0	0	2.69160195	0	198	0	85.58271044	0	0	0	0	21594.78847	0	728.57278	26072.52441	61438.96559	61438.96559
74	73	0	0.883322597	0	0.89581617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.67184222	0	2329.975646	541.2815811	0	0	0.89583739	0	0	0	128.1785564	50898.65191	1024.034695	3487.819043	1253.559082	1165.647823	6176.954274	0	0	7254.666972	7254.666972
75	74	0	3.152914369	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	5	0	0	0	0	83.30445569	0	0	0	0	0	3.152914369	0	15	0	160.1001507	40952.91446	0	10729.54488	0	22019.79801	15063.41557	3.11635365	292.1108856	27327.84865	27327.84865
76	75	0	20.09691872	19.85091692	0	0.604563754	0	0	0	9.623044724	0	0	0	32.17399602	0	30	0	51	12	20.6	1	0	0	54.92174665	0	0	0	0	0	44.73238912	0	73	0	125.6051418	63222.42843	0	0	0	22492.01386	36.68759749	85.55423373	7743.631493	98399.05744	98399.05744
77	76	34.44230983	0.002520605	34.71890074	34.44231338	0	0	0.002555898	0	6.21346062	0	0	0	0	0	0	0	0	0	0	0	0	0	182	64834.37692	65090.22001	77707.4548	64834.37692	0	34.71890074	64834.37692	0	0	256	80309.47604	64850.61913	72638.83671	64847.27862	64874.23424	178172.8999	0	0	85824.77032	85824.77032
78	77	0	0	0	0	0	0	0	42.92125257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.19736842	151.5781695	6703.024354	1077.110391	151.5781695	0	42.92125258	151.5781695	0	0	154.5657895	49552.83334	1655.024076	11118.64926	1846.629053	40969.85111	11222.88424	0	0	82587.90431	82587.90431
79	78	0	0.891996106	2.668803292	58.11997932	0	0	0	0	0	0	0	0	0	0	1	0	8	10	9.3	0	0	0	128.1432374	0	0	2972.21391	0	0	61.68077873	0	19	0	188.7895694	80003.27384	0	2951.333498	0	3562.430058	10029.0535	1.777632344	68.86555099	915.4100319	915.4100319
80	79	0	33.89183083	1.534563928	32.47859556	0	0	29.72462914	0	0	0	0	0	9.713418563	0	5	0	0	1	0	0	0	0	144.8224437	3545.996992	4422.21391	22979.71663	3545.996992	0	71.65400476	3545.996992	1	10375.97565	227.2030625	66314.6614	4771.116527	3865.997174	0	23286.63874	18673.57434	1.99490097	199.490097	17358.27469	17358.27469
81	80	0	0.145139241	0	0.414049552	0	0	0	0	0	0	0	0	0	0	14	0	20	12	21.5	0	0	0	53.4020875	0	0	0	0	0	0.557889109	0	32	19510.28262	124.5815313	35661.03676	0	10967.88505	0	17547.23818	1980.387714	4.049996338	404.9996338	39871.40641	39871.40641
82	81	0	15.56023151	0	56.78292857	0	0	0	0	0	0	0	0	0	0	9	0	6	2	0	1	0	0	100.9809866	0	0	2105.957351	0	0	57.89013974	0	9	0	202.2901684	67606.27385	0	0	0	6240.578454	26327.95832	10.42651073	597.5583572	795.05886	795.05886
83	82	0	49.48363672	3.352582431	49.46590027	3.333406397	0	42.80830203	0	0	0	42.70288667	0	100	0	6	0	18	8	10.4	0	0	0	106.7277938	0	0	15476.0785	0	0	100	0	26	6171.360562	201.2716813	71336.18152	0	7220.200429	0	15022.01844	8099.407016	1.945512867	194.5512867	21367.79308	21367.79308
84	83	0	10.78836238	10.32336175	0	0	0	0	0	0	0	0	0	0	0	24	0	28	20	12.7	1	0	0	59.69166171	0	0	0	0	0	10.78848324	0	49	10208.78311	136.740224	89902.44605	0	0	0	21915.44489	9627.098828	11.48314073	1062.281677	88835.95727	88835.95727
85	84	0	7.208332373	0	7.509261838	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	73.20504375	0	4133.659937	1422.646463	0	0	100	0	0	8393.178314	163.9556625	50880.26201	1758.365989	4943.589659	734.9602201	11686.38038	5060.807196	3.66357132	366.357132	94088.5203	94088.5203
86	85	0	0.068659055	23.16787801	99.93134111	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	204.4835165	11220.21391	12264.21391	15083.78609	11220.21391	0	100	11220.21391	0	0	253.5054945	36922.67032	12298.22045	33967.74637	11785.31305	20728.34569	63056.81943	0	0	0	0
87	86	0	25.14872968	43.85721303	25.38984532	0	0	9.221579261	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	106.9228375	0	2736.767056	2905.78609	0	100	100	0	0	49026.10116	223.8678875	55545.37879	3907.220032	15376.8851	176.3180548	2956.783019	3895.785657	1.505587463	150.5587463	56361.55085	56361.55085
88	87	0	1.205423371	0	0	0	0	0	0	0	0	0	2.050597345	28.84001918	0	169	0	21	18	21.3	0	0	0	44.64268049	0	0	704.024354	0	0	29.64064631	0	39	0	102.0429557	13797.33127	0	7988.60556	0	25880.18809	3641.802806	3.645994523	105.221283	63350.01547	63350.01547
89	88	0	0.852172078	30.6535543	0.179180028	0.184574634	0	0	0	0	0	0	0	0	0	52	0	16	17	21.7	0	0	0	67.95044514	0	0	7719.78609	0	0	30.66562865	0	33	0	181.02699	13945.51163	0	24191.38801	0	15998.68818	15640.5056	6.535398592	149.2324333	41654.24358	41654.24358
