"FID"	"Area_WHS"	"Area_SSSI"	"Area_SPA"	"Area_SAC"	"Area_RAMSA"	"Area_NR"	"Area_NNR"	"Area_MPAdi"	"Area_MCA"	"Area_LNR"	"Area_COUNE"	"Area_CNTRY"	"Area_BIOSP"	"Area_BIOGE"	"Count_WW"	"Count_Air"	"Count_Bus"	"Count_Hotel"	"Sum_Rating"	"Count_CarPark"	"Count_TourOp"	"Count_train"	"Mean_Wild"	"Dist_Motorway"	"Dist_A_road"	"Dist_B_road"	"Dist_min_road"	"Longitude"	"Latitude"	"Area_NP"	"Area_PA"	"Dist_road"	"Count_Inf"	"Dist_Coast"	"Mean_Nat"	"Dist_Air"	"Dist_Bus"	"Dist_CarPark"	"Dist_Hotel"	"Dist_TourOp"	"Dist_Train"	"Pop_dens"	"Pop"	"Dist_MCA"	"Dist_MPA"	"Area_SAC_L"	"Dist_MSAC"	"Records"	"Species"
620	0	12.48612664	0	0	0	0	0	0	0	9.164928349	0	0	39.35416198	0	8	0	10	12	8.7	0	0	0	57.78885793	0	0	0	0	-4.318113708	54.83650918	0	53.85606508	0	22	0	127.251227	70372.4127	0	19039.91143	0	15289.35732	34436.1765	8.169714488	321.9951401	39214.51359	51667.61471	0	127678.1074	0	0
621	0	0.887350826	0	0.828763941	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	57.6006625	0	2449.024354	0	0	-2.461230661	55.84618518	0	1.247911588	0	5	5333.928804	128.9078688	51668.01898	2599.032145	8002.217779	0	17576.14027	11951.15485	14.9867067	1498.67067	6566.132065	36940.42701	0.828763941	17567.32041	155	57
622	0	13.40266714	12.81049877	0	0	0	0	0	4.708291701	0	0	0	0	0	115	0	89	43	35	3	0	1	75.44150205	0	0	0	0	-4.854783707	55.81390923	0	17.97872222	0	136	0	162.7109136	19516.9543	0	0	0	9681.027137	0	41.12532539	2885.853333	0	21925.73706	0	46609.0392	81	69
623	0	0.014245372	0	0	0	0	0	0	0	0	0	0	0	0	19	0	28	1	0	0	0	0	92.78700615	0	0	0	0	-1.255290592	60.33581901	0	0.019358737	0	27	0	216.3988685	43466.66592	0	5177.541447	0	15041.54793	226250.7057	5.770012154	537.330101	5531.95209	21463.86603	0	7913.353577	272	145
624	0	17.21943322	0	17.21943156	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4	0	0	0	74.30509375	0	0	0	0	-2.976625748	57.28066097	11.45226844	28.67170084	0	1	37707.78609	178.1436687	41976.54453	1.022085169	11934.20314	0	16050.93989	14954.14978	4.607235222	460.7235222	140689.3836	39930.87209	17.21943156	52681.25863	4	3
625	0	1.220668229	1.163859161	0	1.160416871	0	0	0	0	0	0	0	0	0	64	0	253	31	29.8	4	0	3	31.31951471	0	0	0	0	-2.94245385	55.93329114	0	1.230523941	0	295	0	77.81099169	21137.93371	0	0	0	10208.50704	0	298.9939672	27053.13977	34982.02435	54165.28805	0	35997.51752	876	166
626	0	7.323829539	2.585159645	6.630804478	0	0	0	0	0	0	0	0	0	0	66	0	35	31	16.4	0	0	0	48.64994848	0	0	0	0	-3.372376499	58.98368923	0	9.932684456	0	61	0	112.0515392	21957.17891	0	18372.64947	0	4736.537182	38951.20713	22.81709219	774.8642731	81438.27882	11536.9718	6.103717169	5309.040825	357	135
627	0	28.29921991	0	0.271884923	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	86.65896875	0	2393.982108	0	0	-3.25094062	55.57111596	0	28.46337619	0	5	37148.7116	185.550325	37399.45094	0	3170.793344	0	2680.660346	21015.94268	12.72755005	1272.755005	64797.36531	93053.34394	0.271884923	75870.05235	0	0
628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	114.4687763	216.024354	4532.476563	620.024354	216.024354	-1.440564082	60.06751656	0	0	216.024354	0	0	189.6094891	16338.14356	694.2230668	14932.94912	595.0108973	9987.82823	195889.3859	0	0	5855.300633	8622.396088	0	14456.73658	0	0
629	0	63.18071181	1.846519093	63.18071372	0	0	0	0	0	0	0	0	20.35109478	0	0	0	0	0	0	0	0	0	158.9386813	1914.975646	12599.01555	27880.66812	1914.975646	-5.13807832	57.33514028	0	83.53180754	1914.975646	0	11004.97565	220.1298313	63140.53168	12623.28723	5027.727409	6326.140265	23009.83954	13236.46389	2.104474525	210.4474525	12138.38557	12931.38356	63.18071372	19901.26544	0	0
630	0	3.151159463	0	0.411744851	0	0	0	0	0	0	0	0	0	0	8	0	16	4	4	0	0	0	56.6325	0	0	0	0	-2.810783481	57.28184	0	3.151159511	0	21	37999.99657	131.2993	32035.43154	0	13037.08345	0	26050.93989	6816.876163	4.010039673	401.0039673	145696.9714	40212.2013	0.411744851	56751.44664	1	1
631	0	62.19406677	26.59474363	52.47973365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.9195875	6445.49789	6445.49789	8286.21391	8280.024354	-4.438698215	56.81146699	0	62.19696104	6445.49789	0	27881.25986	222.535475	78462.82801	7310.277005	17664.38899	5023.977502	26497.02777	9532.618008	1.790789146	179.0789146	40237.02409	50617.92079	52.47973365	57333.74403	0	0
632	0	23.59591676	21.36957735	0.76128753	0	0	0	0	0	0	0	0	86.05386547	0	10	0	15	16	4.1	0	0	0	61.32780842	0	0	0	0	-4.959841915	55.09225447	0	86.21993894	0	31	0	135.7912306	44699.08963	0	6423.079289	0	22058.40671	6382.078949	8.756625825	754.5426178	2974.619952	8849.378235	0.76128753	80417.96757	464	174
633	0	1.365184328	0.01474594	0.656722141	0.015207205	0	0	0	0	0	0	0	0	0	31	0	45	34	58.7	2	0	1	40.37547257	0	0	0	0	-3.077674213	55.03359154	0	1.369145453	0	82	0	96.03912114	98017.0079	0	0	0	7796.995765	0	39.13171544	3125.596207	103033.8658	123865.0855	0.653011461	101753.8421	38	23
634	0	1.826966311	27.09262946	1.426945244	0	1.426945236	1.42694518	0	0	0	0	0	0	0	2	0	9	4	4.5	0	0	0	92.5041	0	0	0	0	-4.901738811	56.44202161	0	28.91959703	0	13	7844.497932	173.233325	63615.02784	0	19168.08416	0	22440.07734	237.8556144	1.255278072	125.5278072	7832.405799	14111.49391	1.426945244	24480.1251	17	15
635	0	5.610509935	68.25096022	5.610510119	0	0	0	0	0	0	7.902211131	0	0	0	170	1	0	2	4.4	0	0	0	95.49284028	0	35935.22893	41787.12532	0	-1.62668979	59.52924246	0	70.7751392	0	3	0	203.4439628	0	35780.94679	75463.90095	0	66495.87139	140738.3434	12.24123946	98.3429718	69377.49863	37277.69583	5.368543501	49100.12946	2194	309
636	0	4.611638009	0	2.887488059	0	0	2.288926252	0	0	0	0	0	0	0	77	0	10	37	37.8	0	0	0	74.4956375	0	0	0	0	-4.398677094	56.18315801	94.39864644	94.40059973	0	47	16349.97565	158.291225	29868.11759	0	484.5170057	0	22304.22828	15058.1594	9.648053894	964.8053894	27428.02372	23987.79874	2.887488059	66489.16274	181	61
637	0	3.130677556	0	0.524982175	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4.7	0	0	0	100.3926625	0	1675.70334	4684.126898	0	-4.091391336	56.45833377	0	3.655659731	0	2	30209.58657	210.0345062	60705.42616	1675.773528	5561.635432	0	13362.78055	23142.00174	2.774107666	277.4107666	48737.75854	49447.54092	0.524982175	50015.78309	0	0
638	0	3.072797917	0	2.101398866	0	0.839435005	0	0	0	0.000133828	0	0	0	0	6	0	14	7	4.8	0	0	0	48.75784375	0	0	0	0	-3.734411993	55.74495801	0	3.074514494	0	21	23139.78609	120.737425	25649.87663	0	7986.613801	0	5129.599912	1089.313953	113.5256204	11352.56204	67289.28965	73728.40041	2.101398866	72764.78195	25	18
639	0	33.99903416	33.9990376	34.23036001	34.0168812	0	0	0	0	0	0	0	0	0	8	0	32	3	3.9	0	0	0	87.41992325	0	0	0	0	-1.433289427	60.51627044	0	34.31089187	0	31	0	191.6615152	48653.10938	0	25067.05088	0	22676.28482	238194.4558	2.746195873	231.6762791	1595.72391	14548.83547	33.83476575	5659.908948	84	50
640	0	0	0	0	0	0	0	0.961296405	0	0	0	0	1.800742263	0	0	0	0	0	0	0	0	0	60.34483903	28.02435399	2185.024354	2384.024354	28.02435399	-5.116004412	55.08829056	0	2.762038667	28.02435399	0	0	109.8343293	46203.93937	2179.995229	15535.17196	1995.620218	31942.1495	15165.80456	0	0	2521.958267	7825.051049	0	76099.88658	0	0
641	0	15.68189065	21.4673707	15.70795847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.2761312	0	8481.909688	26283.02435	0	-4.979475019	57.42887716	0	33.47002282	0	0	22382.67092	209.9814187	51496.40726	5367.978685	12640.43974	4926.858632	14507.76151	11961.16746	1.571446381	157.1446381	22733.40265	25733.62096	15.70795847	32064.25094	21	17
642	0	26.49706487	95.08270042	96.41102285	0	0	24.40365594	71.99394252	0	0	0	0	0	0	1	0	0	0	0	0	0	0	139.0226015	1007.024354	18862.56934	17955.22171	1007.024354	-6.256443723	56.94249361	0	98.50428508	1007.024354	0	0	201.5581798	55034.27754	17906.89685	29264.47129	1536.056628	17850.48926	20181.94187	2.130392849	58.60146713	25948.13985	0	24.1499352	0	21	19
643	0	0.166497231	0.166438446	0.166497675	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	136.8978559	0	13384.30279	4471.21391	0	-7.070756132	58.08171031	0	0.166498542	0	1	0	228.7926845	40263.62713	0	37354.50635	4993.842734	8365.373461	111130.8555	1.624464771	99.58996868	6494.985533	36249.52435	0.164402366	20167.86902	26	26
644	0	52.78711834	52.6451691	0.905770136	0	0	0	0	0	0	0	0	0.985680298	0	1	0	0	0	0	0	0	0	79.16035625	0	101.2398543	0	0	-4.201834548	55.55771799	0	53.14858185	0	0	21672.09724	182.8683813	19338.19485	622.0292211	11163.81775	345.4152349	19289.61056	4700.0974	57.6860556	5768.60556	41946.57595	43583.30065	0.905770136	89737.85026	3	2
645	0	1.31613782	0	0.035015182	0	0	0	0	0	0	0	0	0	0	39	0	54	9	0	1	0	0	35.9297125	0	0	0	0	-2.634154122	56.65401482	0	1.351153001	0	66	1465.587693	83.65419375	25812.60448	0	0	0	3841.119252	2220.493415	48.70774994	4870.774994	75049.83035	31061.95514	0.035015182	18734.28192	62	59
646	0	1.423068503	0	0.018459045	0	0	0	0	0	0	0	0	0	0	22	0	8	36	29.8	0	0	0	91.1452625	0	0	10974.02435	0	-4.248223507	56.36572409	78.98281181	79.34886079	0	44	22986.88693	184.7654875	50585.66187	0	8362.206599	0	5308.717323	17758.06805	5.667702026	566.7702026	36930.10691	37538.69029	0.018459045	58515.07205	2	2
647	0	19.81980495	0	19.82277712	0	0	0	0	0	0	0	0	100	0	1	0	0	1	0	0	0	0	91.4316875	0	6146.66573	8357.78609	0	-4.495875149	55.19253984	0	100	0	1	17192.46023	176.871225	29750.30246	6376.952572	903.7968737	0	2824.862456	14485.9725	4.669594879	466.9594879	33987.67836	34641.19487	19.82277712	91562.81148	17	6
648	0	0	0.637452191	0.307392765	0.63533082	0	0	98.79777729	0	0	0	0	0	0	1	0	0	0	0	0	0	0	147.200692	1770.975546	7632.307244	2436.975646	1770.975546	-6.086508756	58.38703705	0	99.50148996	1770.975546	0	0	249.461338	16668.78997	2131.960887	19218.83276	1715.540814	48636.10575	101336.5436	0	0	36081.45272	47.44096413	0	5757.862439	0	0
649	0	5.996876387	0	5.190001342	0	0	0	0	0	0	0	0	100	0	2	0	8	2	4.2	1	0	1	109.5291187	0	0	21638.96318	947.2139104	-5.320125447	57.51024157	0	100	0	12	5168.128454	196.9280687	71196.96021	0	0	0	14742.73137	0	1.212584562	121.2584562	5876.516233	17305.49211	5.190001342	22585.53802	2	2
650	0	0	0	99.71394917	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	88.86469345	773.024354	2501.024354	9712.21391	773.024354	-6.507050733	57.65327013	0	99.71394917	773.024354	0	0	158.3715499	48764.10585	2548.013213	20049.97622	1656.029109	25637.3802	54402.29028	0	0	21919.32696	22277.50682	0	0	0	0
651	0	0.599094884	0	0	0	0	0	18.71451085	0	0	0	0	0	0	21	0	6	4	0	0	0	0	60.57714197	0	3848.78609	0	0	-5.6096975	55.34446505	0	19.31360573	0	10	0	123.1548524	5548.502483	0	3867.699561	0	4875.869132	43582.44807	12.17464919	979.2259903	44990.96951	0	0	40400.88436	98	49
652	0	0	0	99.59710859	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	94.26441352	4030.689427	12400.83683	9712.480968	4030.689427	-6.673761967	57.64733064	0	99.59710859	4030.689427	0	0	166.6673307	39061.65054	5290.247617	28211.20364	4175.130992	23417.22798	62379.83547	0	0	10789.55175	11141.80024	0	0	2	2
653	0	0	0	0	0	0	0	56.48054806	0	0	0	0	0	0	13	0	11	6	0	0	0	0	39.93512852	0	0	0	0	-2.988388212	57.72972074	0	56.48054806	0	15	0	95.2380661	60553.55945	0	13436.92771	0	573.279003	14939.3906	0	0	133959.4896	127.3727519	0	17247.82422	0	0
654	0	0.143747517	0	0.557795257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.7528	0	725.8828535	0	0	-3.481280909	57.45540485	0.00148398	0.55927916	0	0	14438.16553	204.0234187	29332.00175	1123.01383	11077.60113	669.6706462	7046.704021	12804.89293	8.487315521	848.7315521	111807.3026	31480.18889	0.557795257	23407.62545	6	6
655	0	33.75458155	0	32.9806311	0	0	0	0	0	0	0	0	0	0	4	0	22	4	0	0	0	1	69.6805375	0	0	0	0	-2.935963442	55.66378132	0	34.01404857	0	27	26321.91942	157.7406125	34591.81368	0	2801.405325	0	6701.689583	0	27.0319928	2703.19928	42584.66502	71582.75422	32.9806311	53620.79781	0	0
656	0	1.197607806	0	0	0	0	0	0	0	0	0	0	0	0	25	0	81	26	16.9	0	0	0	36.5149	0	0	0	0	-2.782411468	55.93441207	0	1.197607806	0	107	2171.408142	84.5378875	31137.93371	0	2437.939915	0	9080.386397	1558.156243	83.75459961	8375.459961	24982.02435	45460.31901	0	30137.47672	32	23
657	0	1.138942848	0	0	0	0	0	0	0	0	0	0	0	0	3	0	23	4	4	0	0	1	33.32178125	0	0	0	0	-2.473316232	56.83440318	0	1.138942848	0	28	1559.421687	74.0598375	37906.18538	0	9267.984768	0	10066.926	0	28.91877106	2891.877106	93671.79461	25398.30939	0	40757.00863	0	0
658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.56076923	2207.202441	16407.37533	11042.29186	2207.202441	-2.140217172	55.39771314	0	0	2207.202441	0	34552.78609	206.5327175	91396.47182	11138.20764	32192.74513	7429.759859	35446.13337	38636.99947	0	0	44392.11027	67172.00113	0	32699.59776	0	0
659	0	7.591379634	0.015692564	46.22668497	0	0	0	38.84438156	0	0	0	0	0	0	66	0	11	7	7.7	0	0	0	97.42863154	0	0	0	0	-5.719874471	56.51007883	0	46.5304077	0	18	0	187.5542271	65860.73677	0	11401.39341	0	163.3387387	11655.68568	2.203662153	127.4600458	7809.946961	0	7.31515856	0	444	162
660	0	55.773163	85.81675842	11.06594001	0	0	0	0	0	0	0	0	0	0	94	0	2	0	0	0	0	0	127.9729655	0	0	0	0	-6.122278842	57.21677345	0	94.14465675	0	2	0	207.1767588	73736.92973	0	3828.886049	196.888993	2990.73698	20037.57002	3.068896077	278.8927155	17953.65057	5031.69185	3.133326024	3005.475133	144	91
661	0	0.399448704	0	0	0	0	0	0	0	0	0	0	100	0	1	0	10	2	0	0	0	0	67.8136625	0	0	0	0	-4.181967186	55.19856112	0	100	0	12	24469.90729	158.2470688	35482.16351	0	20903.79687	0	11074.02424	17362.31913	2.991468201	299.1468201	52660.11373	51548.61747	0	107337.7582	43	27
662	0	5.71272078	0.498037259	0.528909254	0.497699448	0	0	0	0	0	0	0	0	0	10	0	16	20	13.4	1	0	0	65.88413125	0	0	0	0	-3.415947	55.7490417	0	5.869742445	0	37	20209.14296	150.20135	17382.13527	0	0	0	12179.42392	8053.781692	17.29756165	1729.756165	66547.30568	90120.86077	0.528909254	67416.92716	66	65
663	0	0	0.448187727	0	0	0	0	0	0	0	0	0	0	0	8	0	2	2	0	0	0	0	61.27340824	0	3287.418565	0	0	-7.481243215	57.4346669	0	0.448187727	0	3	0	166.9788832	2393.726154	0	19901.68186	0	6264.655003	101895.961	0	0	16557.65085	9747.56761	0	17077.3625	0	0
664	0	0.901313515	78.99059386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	113.2416565	0	0	0	1598.024354	-5.411656583	56.69873718	0	79.89190738	0	1	0	194.5097996	86660.53839	2393.9892	11583.3256	0	11989.07831	12499.58625	0.757428461	69.29906082	2546.620646	3197.975646	0	13371.64492	0	0
665	0	10.27762368	0	10.02635163	0	0	0	0	0	0	0	0	0	0	8	0	2	2	0	0	0	0	73.86351875	0	0	5858.21391	0	-3.139680354	57.18945291	100	100	0	4	47774.2679	176.8238938	51788.07085	0	4834.251789	0	11290.32711	24864.62695	4.808659515	480.8659515	129590.1479	50191.11411	10.02635163	57908.64545	22	20
666	0	0	0	78.46740524	0	0	0	0	0	0	0	0	59.62629384	0	10	0	0	8	0	0	0	0	88.02512578	0	4127.512895	0	0	-5.838621025	57.67533088	0	100	0	8	0	205.0397177	60446.18718	3489.996389	20503.41806	0	4374.044414	30117.25609	0.485075847	10.21249187	8156.513915	10544.32593	0	0	12	11
667	0	5.764719396	0	62.72643306	0	0	0	0	0	0	0	0	51.05096572	0	8	0	14	23	17.3	0	1	0	83.55486648	0	0	6001.01193	0	-5.782692333	57.13756666	0	67.97601552	0	38	0	177.9370476	90278.90242	0	7366.674292	0	0	9478.722863	8.762258906	355.2713203	11014.89175	8510.28609	5.220222723	0	95	9
668	0	3.406044477	0	3.053691505	0	0	68.61418959	0	0	0	0	0	0	0	17	0	0	6	8.7	2	0	0	101.0080125	0	0	3781.726037	0	-4.404296118	56.27292151	100	100	0	8	16451.03683	198.7596438	39868.11759	547.9065364	0	0	12304.22828	11552.81671	4.988064232	498.8064232	26729.11665	26535.34745	3.053691505	60529.9739	8	6
669	0	0.187493378	0	16.8780942	0	0	0	15.9537658	12.92626358	0	0	0	0	0	74	0	15	41	33.3	0	1	0	74.55697973	0	0	0	0	-5.395503338	56.51938067	0	20.83012717	0	57	0	169.8731539	85860.73677	0	5832.405681	0	0	2488.909243	2.526213827	158.2105007	0	0	0.02789424	0	442	146
670	0	12.33698446	10.64801709	3.705215926	12.34615602	0	0	0	0	0	0	0	0	0	58	0	23	3	0	0	0	0	81.44681766	0	2287.21391	0	0	-7.187662782	57.71707172	0	12.44001075	0	26	0	193.2944034	21924.86383	0	4380.855949	0	16589.79754	93208.03154	3.089264886	61.0019474	1803.48991	9123.311291	2.613650185	7014.702484	57	42
671	0	36.11742989	6.609575334	24.12938687	0	0	0.227060916	0	0	0	0	0	22.1853631	0	6	0	14	3	0	0	0	0	104.9142	0	0	9392.090409	0	-5.031623119	58.05676068	0	36.45923326	0	17	6773.432424	197.7779625	72343.09657	0	8469.169897	0	7236.846401	32090.56994	1.113223057	111.3223057	30099.96609	7606.269629	24.12938687	24308.16843	19	17
672	0	0.305392556	0.30539272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.0447059	3272.363127	4657.692266	6069.186035	3272.363127	-1.246626382	60.69499308	0	0.305392638	3272.363127	0	0	212.0683962	70772.86568	4898.027261	45079.60743	7312.615523	12486.6057	260538.9408	0	0	21745.04533	4959.861374	0	19527.21383	0	0
673	0	62.97185622	34.46478292	62.23708211	0	0	0	0	0	0	0	0	0	0	10	0	2	1	4.7	0	0	0	99.76164375	0	0	6195.507578	0	-4.752741458	56.62517457	0	83.2373109	0	3	9231.45646	232.14345	80693.22397	0	4239.313742	0	18130.64223	6176.27917	4.039513969	403.9513969	14412.03634	25724.07016	62.23708211	31414.3487	39	24
674	0	0.00482351	37.69500811	15.02468439	37.70772311	0	0	0	0.409690577	0	0	0	0	0	4	0	39	8	4.1	0	0	0	94.44793876	0	0	0	0	-6.563738803	58.10092437	0	38.14413807	0	43	0	212.2852179	11887.68653	0	9099.442818	0	18016.63971	93502.66741	3.013538038	282.5145721	0	6271.803634	15.02468439	11423.7468	5	5
675	0	2.083650616	0	1.91300326	0	0	0	0	0	0	0	0	0	0	52	0	25	18	35.4	0	0	0	78.8935375	0	0	0	0	-4.468295367	57.2602112	0	2.083650644	0	43	18457.78609	185.2891188	33194.54021	0	2960.058257	0	7853.481473	19260.8468	3.220371552	322.0371552	50689.38365	51532.40565	1.91300326	26230.21093	15	12
676	0	7.734620784	13.30214237	0	6.656670823	0	0	0	0	0	0	6.1120868	0	0	190	0	73	16	16.6	1	0	0	36.9511299	0	0	0	0	-2.623804277	56.02516534	0	15.2020988	0	91	0	89.69751638	41221.14513	0	0	0	792.6334887	1628.156029	54.79311499	3406.776215	15394.38498	35441.67235	0	17058.23027	998	192
677	0	58.36330805	78.08560113	58.36330768	0	0	26.12390439	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	126.7534563	0	7536.024354	21039.27678	0	-4.972200257	57.33917185	0	97.51676999	0	0	21004.97565	221.1329	53505.02347	4511.026618	3214.359773	3680.383632	13009.83954	19882.79903	2.050805931	205.0805931	21479.25202	22312.97366	58.36330768	29411.62807	33	28
678	0	6.738764157	0	6.42966528	0	0	0	0	11.71386209	0	0	0	100	0	14	0	37	35	21.5	0	0	2	93.20251233	0	0	25625.90988	0	-5.478183297	57.4160836	0	100	0	74	0	184.0974639	81386.10185	0	2114.284056	0	6515.261724	0	0.576653476	50.67012691	0	6459.25391	6.42966528	11389.24702	41	36
679	0	2.365691497	2.293088348	0	0	0	0	0	0	0	0	0	100	0	1	0	40	7	12.2	0	0	1	63.53083125	0	0	0	0	-4.19184524	55.37814381	0	100	0	48	22597.35107	141.6066312	21655.75742	0	22337.76154	0	25211.6741	0	79.05923264	7905.923264	52373.19595	45280.21905	0	97141.18373	740	74
680	0	1.24057345	33.90525573	0.01191328	0	0	0	0	0	0	0	0	81.21786601	0	2	0	16	1	0	0	0	1	96.79013125	0	0	18168.76133	799.7467719	-4.827009166	57.61213564	0	94.03778471	0	18	17899.85682	190.4499125	41437.09909	0	18391.42233	0	15240.46414	0	1.173709431	117.3709431	36107.43807	21338.07168	0.01191328	29409.33997	13	8
681	0	9.010078537	0.203945533	5.533537204	0	0	0	0	0	0	0	0	0	0	3	0	6	2	4.5	0	0	0	94.4031125	0	10711.93028	0	0	-4.432881522	56.72171284	0	14.54464431	0	8	27498.97565	186.82615	85148.75314	0	19205.71005	0	26114.16325	3969.30243	0.939022331	93.90223312	36086.64992	47171.25682	5.533537204	53387.22215	0	0
682	0	0.514152063	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	97.78135153	0	452.1564795	12883.02435	0	-5.792812956	55.60868136	0	0.514152063	0	0	0	154.9190507	14459.64914	779.0500579	17088.28751	1219.640573	15956.95279	54684.90252	0	0	26113.4238	17921.53967	0	14308.13699	0	0
683	0	0.930169076	0	18.48171023	0	0	0	18.20832423	0	0	0	0	0	0	81	0	27	48	25.1	0	1	0	83.34695822	0	0	0	0	-6.053625509	56.58954574	0	19.13884678	0	77	0	171.1953371	45893.98453	0	19176.08835	0	0	31833.71912	2.290701807	180.3496742	1365.01909	0	0.273385992	2305.881035	183	103
684	0	3.851396195	11.64261511	87.87663127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.6007016	5354.539952	5354.539952	6285.049444	6094.991843	-5.996946459	56.05182974	0	99.99999964	5354.539952	0	0	201.6227393	37010.66661	7621.033571	20367.03292	3279.066613	17989.49862	44576.7856	2.010610641	23.23374939	12482.07382	8135.861741	0	0	0	0
685	0	0.563076351	0	0	0	0	0	0	0	1.485435473	0	0	0	0	11	0	305	13	12.9	0	0	5	43.5229125	0	0	0	0	-3.897976531	55.83240592	0	2.048511824	0	331	14558.97565	112.1681375	28490.30145	0	0	0	5814.271074	0	946.9405212	94694.05212	57289.28965	60172.76288	0	68774.99848	37	26
686	0	1.257058164	36.07701692	0	0	0	0	0	0	0	0	0	0	0	5	0	14	3	0	0	0	0	47.95591245	0	199.975646	0	0	-2.674789086	58.89939865	0	36.07701692	0	16	0	107.8333727	8152.452763	0	12393.02523	0	34727.67521	49916.72333	18.43861887	145.2948303	110632.1892	21763.49476	0	32247.60082	24	21
687	0	2.13507172	0	44.44344479	0	0	0	23.56599693	0	0	0	0	0	0	50	0	0	6	0	0	0	0	93.75583738	0	8504.299577	0	0	-6.206046053	56.49454223	0	46.57846697	0	6	0	174.8027634	35860.73677	4433.780335	14635.20623	0	5740.736592	40128.96547	1.563496683	80.68113565	12149.99495	4.716579245	0	5.678770399	263	93
688	0	16.28960153	0	10.77398788	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	92.52792198	0	0	898.2139104	0	-5.728692879	56.59972656	0	19.81300536	0	6	0	178.5203745	65883.89247	0	5343.076666	0	7492.252968	19203.97835	1.554139244	154.2170563	816.381646	979.975646	10.77398788	7836.835178	612	94
689	0	0	29.99576531	9.766021351	29.99269621	0	0	0	11.86376245	0	0	0	0	0	11	0	38	11	0	0	0	0	97.95262954	0	0	0	0	-6.744736719	58.18425086	0	42.53583238	0	49	0	222.0769844	19664.04298	0	16875.98809	0	7092.442953	107639.104	2.163575072	191.7527514	0	16342.02635	9.763458745	7619.046697	70	66
690	0	9.792141492	13.15495291	9.609494062	0	0	0	0	0	0	0	0	0	0	10	0	43	4	0	0	0	0	71.47448992	0	7636.78609	0	0	-3.192243774	58.80584295	0	13.1757163	0	47	0	170.1128544	16474.20202	0	16560.92882	0	24778.7602	23874.24528	1.827711588	90.70280647	77763.65801	23093.83486	9.609494062	19966.10874	2	2
691	0	0.904484335	0	1.740913184	0	0	0	0	0	0	0	0	0	0	26	0	96	21	16.9	2	0	0	41.76926875	0	0	0	0	-2.311679978	57.10440841	0	2.645397519	0	117	5993.160384	98.1392125	6286.32131	0	0	0	8972.358837	6117.534998	67.54622833	6754.622833	123536.2539	38065.4533	1.740913184	72374.14828	265	72
692	0	41.68874089	0	0	0	0	10.29323918	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	106.5909875	0	0	6132.975646	0	-4.779197951	56.98409425	0	41.70076404	0	4	18019.98	203.1190375	69155.46715	0	12920.24575	0	338.8577307	5508.819256	1.7608675	176.08675	39100.75633	39643.17181	0	47196.33286	2	2
693	0	0.649349301	0	0	0	0	0	94.41828868	0	0	0	0	0	0	63	0	49	6	0	4	0	0	24.69812165	0	0	0	0	-1.980585211	57.73371877	0	95.06763798	0	63	0	57.92636526	54594.47906	0	0	0	13971.37941	48466.19652	0	0	175362.267	168.6640934	0	77265.95909	40	34
694	0	0	0	0	0	0	0	27.53428225	0	0	0	0	0	0	3	0	0	0	0	0	0	0	125.3367445	452.7860896	14993.1378	3335.394655	452.7860896	-5.75828226	55.25009393	0	27.53428225	452.7860896	0	0	199.9050208	15556.07927	3176.773175	1626.66122	1487.834187	14043.04721	52811.9707	0	0	49957.98521	1.360877617	0	46281.06367	0	0
695	0	0.567813557	0	0.994057615	0	0	0	0	0	0	0	0	0	0	209	0	37	25	21.3	1	0	0	45.3654625	0	0	0	0	-4.076708335	56.1889888	0	1.561871171	0	63	780.9911668	99.74900625	35128.11421	0	0	0	23455.50799	1891.910802	12.81476471	1281.476471	47132.37901	43899.84413	0.994057615	51434.8506	89	46
696	0	0.626617775	0	6.181387124	0	0	0	0	0	0	0	0	0	0	18	0	10	18	13	0	0	0	58.60804206	0	0	886.6824496	0	-6.109226206	55.59842664	0	6.645355859	0	28	0	117.4787636	5717.717718	0	30289.07597	0	22454.20079	74676.14635	22.99079418	193.713913	12608.55142	35184.94938	0	2440.240052	151	93
